encuesta,periodo_original,anio_fiscal,mes_fiscal,nombre_indicador,total_nacional,total_urbana,total_rural
ENEMDU,jun-17,2017,6,Poblaciï¿½n Econï¿½micamente Activa,8147564,5439733,2707830
ENEMDU,jun-17,2017,6,Empleo,7781560,5125446,2656114
ENEMDU,jun-17,2017,6,Empleo Adecuado/Pleno,3267363,2664344,603020
ENEMDU,jun-17,2017,6,Subempleo,1668577,1039886,628691
ENEMDU,jun-17,2017,6,Subempleo por insuficiencia de tiempo de trabajo,1322184,840337,481847
ENEMDU,jun-17,2017,6,Subempleo por insuficiencia de ingresos,346393,199549,146844
ENEMDU,jun-17,2017,6,Empleo no remunerado,828059,274950,553109
ENEMDU,jun-17,2017,6,Otro Empleo no pleno,1978784,1109977,868807
ENEMDU,mar-17,2017,3,Poblaciï¿½n en Edad de Trabajar (PET),11726450,8159608,3566842
ENEMDU,dic-11,2011,12,Otro Empleo no pleno,2056875,1089496,967379
ENEMDU,dic-11,2011,12,Empleo no clasificado,39451,36125,3326
ENEMDU,dic-11,2011,12,Desempleo,276787,224678,52109
ENEMDU,dic-11,2011,12,Desempleo Abierto,196178,172349,23830
ENEMDU,dic-11,2011,12,Desempleo Oculto,80609,52329,28280
ENEMDU,dic-11,2011,12,Desempleo Cesante,171376,146006,25370
ENEMDU,dic-11,2011,12,Desempleo Nuevo,105411,78672,26739
ENEMDU,dic-11,2011,12,Poblaciï¿½n Econï¿½micamente Inactiva,3951382,2667319,1284064
ENEMDU,jun-12,2012,6,Poblaciï¿½n Total,14578732,9679099,4899633
ENEMDU,jun-12,2012,6,Poblaciï¿½n menor de 15 aï¿½os,3905374,2472030,1433344
ENEMDU,jun-12,2012,6,Poblaciï¿½n en Edad de Trabajar (PET),10673358,7207069,3466289
ENEMDU,jun-12,2012,6,Poblaciï¿½n Econï¿½micamente Activa,6870842,4578419,2292423
ENEMDU,jun-12,2012,6,Empleo,6588271,4340349,2247922
ENEMDU,dic-14,2014,12,Empleo no remunerado,508476,202059,306418
ENEMDU,dic-14,2014,12,Otro Empleo no pleno,1924634,1116206,808428
ENEMDU,dic-14,2014,12,Empleo no clasificado,16421,13760,2661
ENEMDU,dic-14,2014,12,Desempleo,273414,221119,52295
ENEMDU,dic-14,2014,12,Desempleo Abierto,216941,180389,36552
ENEMDU,dic-14,2014,12,Desempleo Oculto,56472,40730,15743
ENEMDU,dic-14,2014,12,Desempleo Cesante,191622,159668,31954
ENEMDU,dic-16,2016,12,Desempleo Cesante,298298,257530,40768
ENEMDU,dic-16,2016,12,Desempleo Nuevo,112144,89082,23062
ENEMDU,dic-16,2016,12,Poblaciï¿½n Econï¿½micamente Inactiva,3822110,2824296,997814
ENEMDU,mar-17,2017,3,Poblaciï¿½n Total,16738420,11381745,5356674
ENEMDU,mar-17,2017,3,Poblaciï¿½n menor de 15 aï¿½os,5011970,3222138,1789832
ENEMDU,dic-14,2014,12,Desempleo Nuevo,81792,61451,20341
ENEMDU,dic-14,2014,12,Poblaciï¿½n Econï¿½micamente Inactiva,3964734,2855369,1109365
ENEMDU,mar-15,2015,3,Poblaciï¿½n Total,16187232,10995477,5191755
ENEMDU,mar-15,2015,3,Poblaciï¿½n menor de 15 aï¿½os,4985596,3243766,1741831
ENEMDU,mar-15,2015,3,Poblaciï¿½n en Edad de Trabajar (PET),11201636,7751711,3449924
ENEMDU,mar-15,2015,3,Poblaciï¿½n Econï¿½micamente Activa,7374083,4866211,2507872
ENEMDU,dic-17,2017,12,Desempleo Oculto,72914,52626,20288
ENEMDU,dic-17,2017,12,Desempleo Cesante,268219,234654,33564
ENEMDU,dic-17,2017,12,Desempleo Nuevo,105652,84793,20859
ENEMDU,dic-17,2017,12,Poblaciï¿½n Econï¿½micamente Inactiva,3851880,2846191,1005689
ENEMDU,mar-18,2018,3,Poblaciï¿½n Total,17008162,11620000,5388162
ENEMDU,mar-18,2018,3,Poblaciï¿½n menor de 15 aï¿½os,5023315,3283213,1740101
ENEMDU,mar-18,2018,3,Poblaciï¿½n en Edad de Trabajar (PET),11984847,8336786,3648061
ENEMDU,mar-18,2018,3,Poblaciï¿½n Econï¿½micamente Activa,8164425,5439125,2725300
ENEMDU,jun-11,2011,6,Desempleo Cesante,218409,194725,23684
ENEMDU,jun-11,2011,6,Desempleo Nuevo,110796,84011,26785
ENEMDU,mar-18,2018,3,Empleo,7802374,5129893,2672481
ENEMDU,mar-18,2018,3,Empleo Adecuado/Pleno,3356562,2726104,630458
ENEMDU,mar-18,2018,3,Subempleo,1498139,941409,556730
ENEMDU,mar-18,2018,3,Subempleo por insuficiencia de tiempo de trabajo,1193096,764916,428180
ENEMDU,mar-18,2018,3,Subempleo por insuficiencia de ingresos,305043,176493,128550
ENEMDU,jun-11,2011,6,Poblaciï¿½n Econï¿½micamente Inactiva,3922196,2730153,1192043
ENEMDU,dic-11,2011,12,Poblaciï¿½n Total,14478129,9610538,4867591
ENEMDU,dic-11,2011,12,Poblaciï¿½n menor de 15 aï¿½os,3945126,2506354,1438772
ENEMDU,dic-11,2011,12,Poblaciï¿½n en Edad de Trabajar (PET),10533003,7104184,3428819
ENEMDU,dic-11,2011,12,Poblaciï¿½n Econï¿½micamente Activa,6581621,4436865,2144756
ENEMDU,dic-11,2011,12,Empleo,6304834,4212188,2092646
ENEMDU,dic-11,2011,12,Empleo Adecuado/Pleno,2996566,2460350,536215
ENEMDU,dic-11,2011,12,Subempleo,706458,421914,284544
ENEMDU,dic-11,2011,12,Subempleo por insuficiencia de tiempo de trabajo,560164,347668,212497
ENEMDU,dic-11,2011,12,Subempleo por insuficiencia de ingresos,146294,74247,72047
ENEMDU,dic-11,2011,12,Empleo no remunerado,505484,204302,301182
ENEMDU,sep-14,2014,9,Desempleo Oculto,53425,35544,17881
ENEMDU,sep-14,2014,9,Desempleo Cesante,195086,167775,27311
ENEMDU,sep-14,2014,9,Desempleo Nuevo,83336,59217,24118
ENEMDU,sep-14,2014,9,Poblaciï¿½n Econï¿½micamente Inactiva,4124872,2947145,1177728
ENEMDU,dic-14,2014,12,Poblaciï¿½n Total,16148648,10952870,5195778
ENEMDU,dic-14,2014,12,Poblaciï¿½n menor de 15 aï¿½os,4989393,3228800,1760593
ENEMDU,dic-14,2014,12,Poblaciï¿½n en Edad de Trabajar (PET),11159255,7724070,3435185
ENEMDU,dic-14,2014,12,Poblaciï¿½n Econï¿½micamente Activa,7194521,4868701,2325820
ENEMDU,dic-14,2014,12,Empleo,6921107,4647582,2273525
ENEMDU,dic-14,2014,12,Empleo Adecuado/Pleno,3545802,2745575,800227
ENEMDU,dic-14,2014,12,Subempleo,925774,569983,355791
ENEMDU,dic-14,2014,12,Subempleo por insuficiencia de tiempo de trabajo,759651,470206,289445
ENEMDU,dic-14,2014,12,Subempleo por insuficiencia de ingresos,166123,99777,66346
ENEMDU,dic-16,2016,12,Subempleo por insuficiencia de ingresos,311561,194302,117260
ENEMDU,dic-16,2016,12,Empleo no remunerado,660893,258945,401949
ENEMDU,dic-16,2016,12,Otro Empleo no pleno,1978071,1163990,814081
ENEMDU,dic-16,2016,12,Empleo no clasificado,16497,13498,2999
ENEMDU,dic-16,2016,12,Desempleo,410441,346612,63829
ENEMDU,dic-16,2016,12,Desempleo Abierto,321582,280152,41430
ENEMDU,dic-16,2016,12,Desempleo Oculto,88860,66460,22400
ENEMDU,sep-14,2014,9,Poblaciï¿½n en Edad de Trabajar (PET),11270069,7812446,3457623
ENEMDU,sep-14,2014,9,Poblaciï¿½n Econï¿½micamente Activa,7145197,4865302,2279895
ENEMDU,sep-14,2014,9,Empleo,6866776,4638310,2228466
ENEMDU,sep-14,2014,9,Empleo Adecuado/Pleno,3414023,2803767,610255
ENEMDU,sep-14,2014,9,Subempleo,893705,489443,404261
ENEMDU,sep-14,2014,9,Subempleo por insuficiencia de tiempo de trabajo,732101,412571,319530
ENEMDU,sep-14,2014,9,Subempleo por insuficiencia de ingresos,161604,76872,84731
ENEMDU,sep-14,2014,9,Empleo no remunerado,555947,212218,343730
ENEMDU,sep-14,2014,9,Otro Empleo no pleno,1980199,1111997,868203
ENEMDU,sep-14,2014,9,Empleo no clasificado,22902,20885,2017
ENEMDU,sep-14,2014,9,Desempleo,278421,226992,51429
ENEMDU,sep-14,2014,9,Desempleo Abierto,224996,191448,33548
ENEMDU,jun-17,2017,6,Empleo no clasificado,38777,36289,2488
ENEMDU,jun-17,2017,6,Desempleo,366004,314287,51716
ENEMDU,jun-17,2017,6,Desempleo Abierto,322247,276378,45869
ENEMDU,jun-17,2017,6,Desempleo Oculto,43756,37909,5847
ENEMDU,jun-17,2017,6,Desempleo Cesante,272684,239357,33327
ENEMDU,jun-17,2017,6,Desempleo Nuevo,93320,74930,18389
ENEMDU,jun-17,2017,6,Poblaciï¿½n Econï¿½micamente Inactiva,3708856,2836777,872079
ENEMDU,sep-17,2017,9,Poblaciï¿½n Total,16838460,11471519,5366940
ENEMDU,sep-17,2017,9,Poblaciï¿½n menor de 15 aï¿½os,4958896,3193260,1765636
ENEMDU,sep-17,2017,9,Poblaciï¿½n en Edad de Trabajar (PET),11879564,8278259,3601305
ENEMDU,sep-17,2017,9,Poblaciï¿½n Econï¿½micamente Activa,8181049,5467380,2713668
ENEMDU,sep-17,2017,9,Empleo,7842471,5174135,2668336
ENEMDU,sep-17,2017,9,Empleo Adecuado/Pleno,3303565,2662423,641142
ENEMDU,jun-14,2014,6,Subempleo por insuficiencia de ingresos,180975,102708,78267
ENEMDU,jun-14,2014,6,Empleo no remunerado,437119,178630,258489
ENEMDU,jun-14,2014,6,Otro Empleo no pleno,1935920,1039676,896244
ENEMDU,jun-14,2014,6,Empleo no clasificado,17324,16691,633
ENEMDU,jun-14,2014,6,Desempleo,324289,274616,49672
ENEMDU,jun-14,2014,6,Desempleo Abierto,260100,225743,34357
ENEMDU,jun-14,2014,6,Desempleo Oculto,64189,48874,15316
ENEMDU,jun-14,2014,6,Desempleo Cesante,200508,178414,22093
ENEMDU,jun-14,2014,6,Desempleo Nuevo,123781,96202,27579
ENEMDU,jun-14,2014,6,Poblaciï¿½n Econï¿½micamente Inactiva,4269046,2954662,1314384
ENEMDU,sep-14,2014,9,Poblaciï¿½n Total,16061963,10885953,5176010
ENEMDU,dic-17,2017,12,Poblaciï¿½n menor de 15 aï¿½os,5023998,3240642,1783357
ENEMDU,dic-17,2017,12,Poblaciï¿½n en Edad de Trabajar (PET),11937928,8335580,3602348
ENEMDU,dic-17,2017,12,Poblaciï¿½n Econï¿½micamente Activa,8086048,5489389,2596659
ENEMDU,dic-17,2017,12,Empleo,7712177,5169942,2542236
ENEMDU,dic-17,2017,12,Empleo Adecuado/Pleno,3417483,2764716,652768
ENEMDU,dic-17,2017,12,Subempleo,1602909,1009671,593239
ENEMDU,dic-17,2017,12,Subempleo por insuficiencia de tiempo de trabajo,1235759,791600,444159
ENEMDU,dic-17,2017,12,Subempleo por insuficiencia de ingresos,367151,218071,149079
ENEMDU,dic-17,2017,12,Empleo no remunerado,727778,271059,456719
ENEMDU,dic-17,2017,12,Otro Empleo no pleno,1951060,1112178,838881
ENEMDU,dic-17,2017,12,Empleo no clasificado,12947,12318,630
ENEMDU,dic-17,2017,12,Desempleo,373871,319447,54423
ENEMDU,dic-17,2017,12,Desempleo Abierto,300956,266821,34135
ENEMDU,jun-11,2011,6,Poblaciï¿½n en Edad de Trabajar (PET),10475984,7110864,3365121
ENEMDU,jun-11,2011,6,Poblaciï¿½n Econï¿½micamente Activa,6553789,4380711,2173078
ENEMDU,jun-11,2011,6,Empleo,6224584,4101975,2122609
ENEMDU,jun-11,2011,6,Empleo Adecuado/Pleno,2789525,2279869,509656
ENEMDU,jun-11,2011,6,Subempleo,781525,505913,275612
ENEMDU,jun-11,2011,6,Subempleo por insuficiencia de tiempo de trabajo,582663,389031,193632
ENEMDU,jun-11,2011,6,Subempleo por insuficiencia de ingresos,198862,116882,81980
ENEMDU,jun-11,2011,6,Empleo no remunerado,559469,196896,362573
ENEMDU,jun-11,2011,6,Otro Empleo no pleno,2032999,1061550,971449
ENEMDU,jun-11,2011,6,Empleo no clasificado,61066,57747,3320
ENEMDU,jun-11,2011,6,Desempleo,329205,278736,50469
ENEMDU,jun-11,2011,6,Desempleo Abierto,250069,226439,23629
ENEMDU,jun-11,2011,6,Desempleo Oculto,79136,52296,26840
ENEMDU,sep-14,2014,9,Poblaciï¿½n menor de 15 aï¿½os,4791894,3073507,1718387
ENEMDU,jun-08,2008,6,Poblaciï¿½n en Edad de Trabajar (PET),9513649,6474364,3039285
ENEMDU,jun-08,2008,6,Poblaciï¿½n Econï¿½micamente Activa,6589368,4433491,2155877
ENEMDU,jun-08,2008,6,Empleo,6245225,4151002,2094223
ENEMDU,jun-08,2008,6,Empleo Adecuado/Pleno,2750595,2248018,502577
ENEMDU,jun-08,2008,6,Subempleo,1130699,696949,433750
ENEMDU,jun-08,2008,6,Subempleo por insuficiencia de tiempo de trabajo,846132,527132,319001
ENEMDU,jun-15,2015,6,Desempleo,332117,277990,54127
ENEMDU,jun-15,2015,6,Desempleo Abierto,272560,237491,35069
ENEMDU,jun-15,2015,6,Desempleo Oculto,59557,40499,19058
ENEMDU,jun-15,2015,6,Desempleo Cesante,253886,217732,36154
ENEMDU,jun-15,2015,6,Desempleo Nuevo,78231,60258,17973
ENEMDU,jun-15,2015,6,Poblaciï¿½n Econï¿½micamente Inactiva,3851383,2840307,1011076
ENEMDU,sep-15,2015,9,Poblaciï¿½n Total,16312205,11073820,5238385
ENEMDU,sep-15,2015,9,Poblaciï¿½n menor de 15 aï¿½os,4993807,3213425,1780382
ENEMDU,sep-15,2015,9,Poblaciï¿½n en Edad de Trabajar (PET),11318398,7860395,3458003
ENEMDU,sep-15,2015,9,Poblaciï¿½n Econï¿½micamente Activa,7599717,5135610,2464107
ENEMDU,sep-15,2015,9,Empleo,7274221,4854005,2420216
ENEMDU,sep-15,2015,9,Empleo Adecuado/Pleno,3495965,2793417,702548
ENEMDU,sep-15,2015,9,Subempleo,1121988,688122,433866
ENEMDU,mar-18,2018,3,Empleo no remunerado,831628,275624,556004
ENEMDU,mar-18,2018,3,Otro Empleo no pleno,2096972,1168609,928363
ENEMDU,mar-18,2018,3,Empleo no clasificado,19073,18147,925
ENEMDU,mar-18,2018,3,Desempleo,362051,309232,52819
ENEMDU,mar-18,2018,3,Desempleo Abierto,327391,285326,42065
ENEMDU,mar-18,2018,3,Desempleo Oculto,34660,23906,10754
ENEMDU,mar-18,2018,3,Desempleo Cesante,273577,239316,34262
ENEMDU,dic-07,2007,12,Poblaciï¿½n Total,13682302,9066209,4616093
ENEMDU,dic-07,2007,12,Poblaciï¿½n menor de 15 aï¿½os,4372812,2723124,1649688
ENEMDU,dic-07,2007,12,Poblaciï¿½n en Edad de Trabajar (PET),9309490,6343085,2966404
ENEMDU,dic-07,2007,12,Poblaciï¿½n Econï¿½micamente Activa,6336029,4227702,2108328
ENEMDU,mar-18,2018,3,Desempleo Nuevo,88474,69916,18558
ENEMDU,mar-18,2018,3,Poblaciï¿½n Econï¿½micamente Inactiva,3820422,2897661,922761
ENEMDU,jun-18,2018,6,Poblaciï¿½n Total,17054523,11625674,5428849
ENEMDU,jun-18,2018,6,Poblaciï¿½n menor de 15 aï¿½os,5030677,3254082,1776595
ENEMDU,jun-18,2018,6,Poblaciï¿½n en Edad de Trabajar (PET),12023846,8371592,3652255
ENEMDU,jun-18,2018,6,Poblaciï¿½n Econï¿½micamente Activa,7978870,5290872,2687997
ENEMDU,dic-07,2007,12,Empleo,6019332,3971040,2048292
ENEMDU,dic-07,2007,12,Empleo Adecuado/Pleno,2737158,2236440,500719
ENEMDU,dic-07,2007,12,Subempleo,1155872,687714,468158
ENEMDU,dic-07,2007,12,Subempleo por insuficiencia de tiempo de trabajo,860315,519627,340688
ENEMDU,dic-07,2007,12,Subempleo por insuficiencia de ingresos,295556,168087,127470
ENEMDU,dic-07,2007,12,Empleo no remunerado,557146,215994,341152
ENEMDU,dic-07,2007,12,Otro Empleo no pleno,1504000,785461,718539
ENEMDU,dic-07,2007,12,Empleo no clasificado,65155,45430,19725
ENEMDU,dic-07,2007,12,Desempleo,316697,256662,60036
ENEMDU,mar-15,2015,3,Poblaciï¿½n Econï¿½micamente Inactiva,3827552,2885500,942052
ENEMDU,jun-15,2015,6,Poblaciï¿½n Total,16279252,11067830,5211422
ENEMDU,jun-15,2015,6,Poblaciï¿½n menor de 15 aï¿½os,4997168,3241818,1755350
ENEMDU,jun-15,2015,6,Poblaciï¿½n en Edad de Trabajar (PET),11282084,7826012,3456072
ENEMDU,jun-15,2015,6,Poblaciï¿½n Econï¿½micamente Activa,7430701,4985705,2444996
ENEMDU,jun-08,2008,6,Subempleo por insuficiencia de ingresos,284567,169817,114750
ENEMDU,jun-08,2008,6,Empleo no remunerado,614172,257629,356542
ENEMDU,jun-08,2008,6,Otro Empleo no pleno,1688693,909254,779439
ENEMDU,jun-15,2015,6,Empleo,7098584,4707715,2390869
ENEMDU,jun-15,2015,6,Empleo Adecuado/Pleno,3410490,2709275,701215
ENEMDU,jun-15,2015,6,Subempleo,977785,600976,376810
ENEMDU,jun-15,2015,6,Subempleo por insuficiencia de tiempo de trabajo,803598,499793,303805
ENEMDU,jun-15,2015,6,Subempleo por insuficiencia de ingresos,174187,101182,73005
ENEMDU,jun-15,2015,6,Empleo no remunerado,623781,223526,400255
ENEMDU,jun-15,2015,6,Otro Empleo no pleno,2044691,1135152,909539
ENEMDU,jun-08,2008,6,Empleo no clasificado,61065,39152,21914
ENEMDU,jun-08,2008,6,Desempleo,344143,282489,61654
ENEMDU,jun-08,2008,6,Desempleo Abierto,243614,217324,26290
ENEMDU,jun-08,2008,6,Desempleo Oculto,100530,65165,35365
ENEMDU,jun-08,2008,6,Desempleo Cesante,238031,207834,30198
ENEMDU,jun-08,2008,6,Desempleo Nuevo,106112,74655,31457
ENEMDU,jun-08,2008,6,Poblaciï¿½n Econï¿½micamente Inactiva,2924281,2040873,883408
ENEMDU,jun-15,2015,6,Empleo no clasificado,41836,38786,3050
ENEMDU,mar-17,2017,3,Poblaciï¿½n Econï¿½micamente Activa,8084382,5350429,2733953
ENEMDU,mar-17,2017,3,Empleo,7728968,5048482,2680487
ENEMDU,mar-17,2017,3,Empleo Adecuado/Pleno,3112953,2530096,582857
ENEMDU,mar-17,2017,3,Subempleo,1726030,1119135,606894
ENEMDU,mar-17,2017,3,Subempleo por insuficiencia de tiempo de trabajo,1400549,920862,479687
ENEMDU,mar-17,2017,3,Subempleo por insuficiencia de ingresos,325480,198273,127207
ENEMDU,dic-08,2008,12,Poblaciï¿½n Total,13878704,9202348,4676355
ENEMDU,dic-08,2008,12,Poblaciï¿½n menor de 15 aï¿½os,4229707,2633450,1596257
ENEMDU,dic-08,2008,12,Poblaciï¿½n en Edad de Trabajar (PET),9648996,6568898,3080098
ENEMDU,sep-15,2015,9,Subempleo por insuficiencia de tiempo de trabajo,925647,573228,352419
ENEMDU,sep-15,2015,9,Subempleo por insuficiencia de ingresos,196340,114893,81447
ENEMDU,sep-15,2015,9,Empleo no remunerado,655616,244097,411519
ENEMDU,mar-17,2017,3,Empleo no remunerado,879801,289532,590269
ENEMDU,mar-17,2017,3,Otro Empleo no pleno,1994537,1095420,899117
ENEMDU,mar-17,2017,3,Empleo no clasificado,15648,14299,1350
ENEMDU,mar-17,2017,3,Desempleo,355414,301948,53466
ENEMDU,mar-17,2017,3,Desempleo Abierto,314283,270634,43649
ENEMDU,mar-17,2017,3,Desempleo Oculto,41130,31314,9817
ENEMDU,mar-17,2017,3,Desempleo Cesante,277646,242089,35557
ENEMDU,dic-07,2007,12,Desempleo Abierto,193225,168728,24497
ENEMDU,dic-07,2007,12,Desempleo Oculto,123472,87934,35539
ENEMDU,dic-07,2007,12,Desempleo Cesante,190044,160289,29755
ENEMDU,dic-07,2007,12,Desempleo Nuevo,126653,96372,30281
ENEMDU,dic-07,2007,12,Poblaciï¿½n Econï¿½micamente Inactiva,2973460,2115384,858077
ENEMDU,jun-08,2008,6,Poblaciï¿½n Total,13781797,9129646,4652151
ENEMDU,jun-08,2008,6,Poblaciï¿½n menor de 15 aï¿½os,4268148,2655282,1612866
ENEMDU,mar-15,2015,3,Desempleo Abierto,244129,209597,34532
ENEMDU,mar-15,2015,3,Desempleo Oculto,38839,25870,12969
ENEMDU,mar-15,2015,3,Desempleo Cesante,226107,187968,38139
ENEMDU,mar-15,2015,3,Desempleo Nuevo,56860,47499,9362
ENEMDU,sep-17,2017,9,Subempleo,1679858,1054659,625199
ENEMDU,sep-17,2017,9,Subempleo por insuficiencia de tiempo de trabajo,1330167,853227,476940
ENEMDU,sep-17,2017,9,Subempleo por insuficiencia de ingresos,349691,201432,148259
ENEMDU,sep-17,2017,9,Empleo no remunerado,823329,286111,537218
ENEMDU,sep-17,2017,9,Otro Empleo no pleno,2020779,1156589,864190
ENEMDU,sep-17,2017,9,Empleo no clasificado,14940,14354,586
ENEMDU,sep-17,2017,9,Desempleo,338577,293245,45333
ENEMDU,sep-17,2017,9,Desempleo Abierto,296327,260861,35465
ENEMDU,sep-17,2017,9,Desempleo Oculto,42251,32383,9867
ENEMDU,sep-17,2017,9,Desempleo Cesante,258848,227740,31108
ENEMDU,sep-17,2017,9,Desempleo Nuevo,79730,65505,14225
ENEMDU,sep-17,2017,9,Poblaciï¿½n Econï¿½micamente Inactiva,3698515,2810879,887636
ENEMDU,dic-17,2017,12,Poblaciï¿½n Total,16961926,11576222,5385705
ENEMDU,jun-12,2012,6,Empleo Adecuado/Pleno,3104824,2506161,598662
ENEMDU,jun-12,2012,6,Subempleo,664982,410168,254815
ENEMDU,jun-12,2012,6,Subempleo por insuficiencia de tiempo de trabajo,542328,343767,198561
ENEMDU,jun-12,2012,6,Subempleo por insuficiencia de ingresos,122654,66400,56254
ENEMDU,jun-12,2012,6,Empleo no remunerado,658523,225163,433360
ENEMDU,jun-12,2012,6,Otro Empleo no pleno,2063391,1107179,956213
ENEMDU,jun-12,2012,6,Empleo no clasificado,96551,91678,4872
ENEMDU,jun-12,2012,6,Desempleo,282571,238070,44501
ENEMDU,jun-12,2012,6,Desempleo Abierto,224048,199327,24721
ENEMDU,jun-12,2012,6,Desempleo Oculto,58523,38743,19780
ENEMDU,jun-12,2012,6,Desempleo Cesante,194431,172852,21579
ENEMDU,jun-12,2012,6,Desempleo Nuevo,88140,65217,22922
ENEMDU,jun-12,2012,6,Poblaciï¿½n Econï¿½micamente Inactiva,3802516,2628650,1173866
ENEMDU,mar-15,2015,3,Empleo,7091116,4630745,2460371
ENEMDU,mar-15,2015,3,Empleo Adecuado/Pleno,3223996,2605302,618694
ENEMDU,mar-15,2015,3,Subempleo,985698,578399,407299
ENEMDU,mar-15,2015,3,Subempleo por insuficiencia de tiempo de trabajo,783187,468429,314758
ENEMDU,mar-15,2015,3,Subempleo por insuficiencia de ingresos,202511,109970,92541
ENEMDU,mar-15,2015,3,Empleo no remunerado,710083,231580,478503
ENEMDU,mar-15,2015,3,Otro Empleo no pleno,2142958,1187505,955452
ENEMDU,mar-15,2015,3,Empleo no clasificado,28382,27959,424
ENEMDU,mar-15,2015,3,Desempleo,282967,235467,47501
ENEMDU,dic-15,2015,12,Desempleo Oculto,82953,53530,29424
ENEMDU,dic-08,2008,12,Desempleo Nuevo,154537,120368,34169
ENEMDU,dic-08,2008,12,Poblaciï¿½n Econï¿½micamente Inactiva,3263575,2239590,1023986
ENEMDU,dic-09,2009,12,Poblaciï¿½n Total,14081060,9356685,4724375
ENEMDU,dic-09,2009,12,Poblaciï¿½n menor de 15 aï¿½os,4048344,2548051,1500293
ENEMDU,dic-09,2009,12,Poblaciï¿½n en Edad de Trabajar (PET),10032716,6808634,3224082
ENEMDU,dic-09,2009,12,Poblaciï¿½n Econï¿½micamente Activa,6548937,4397247,2151690
ENEMDU,dic-09,2009,12,Empleo,6125135,4050179,2074956
ENEMDU,dic-09,2009,12,Empleo Adecuado/Pleno,2565691,2100511,465180
ENEMDU,dic-09,2009,12,Subempleo,1071615,664855,406760
ENEMDU,dic-09,2009,12,Subempleo por insuficiencia de tiempo de trabajo,764486,479299,285187
ENEMDU,dic-09,2009,12,Subempleo por insuficiencia de ingresos,307129,185556,121573
ENEMDU,dic-09,2009,12,Empleo no remunerado,582204,213115,369089
ENEMDU,dic-09,2009,12,Otro Empleo no pleno,1778578,951354,827224
ENEMDU,dic-08,2008,12,Poblaciï¿½n Econï¿½micamente Activa,6385421,4329308,2056113
ENEMDU,dic-08,2008,12,Empleo,6005395,4012298,1993097
ENEMDU,dic-08,2008,12,Empleo Adecuado/Pleno,2858659,2339288,519370
ENEMDU,dic-08,2008,12,Subempleo,957978,588824,369155
ENEMDU,dic-08,2008,12,Subempleo por insuficiencia de tiempo de trabajo,704516,445009,259507
ENEMDU,dic-08,2008,12,Subempleo por insuficiencia de ingresos,253462,143815,109648
ENEMDU,dic-08,2008,12,Empleo no remunerado,523928,211070,312858
ENEMDU,dic-08,2008,12,Otro Empleo no pleno,1649349,859126,790223
ENEMDU,dic-08,2008,12,Empleo no clasificado,15481,13990,1491
ENEMDU,dic-08,2008,12,Desempleo,380026,317011,63015
ENEMDU,dic-08,2008,12,Desempleo Abierto,252924,226983,25942
ENEMDU,dic-08,2008,12,Desempleo Oculto,127102,90028,37074
ENEMDU,dic-08,2008,12,Desempleo Cesante,225489,196643,28847
ENEMDU,dic-15,2015,12,Poblaciï¿½n en Edad de Trabajar (PET),11399276,7937476,3461800
ENEMDU,dic-15,2015,12,Poblaciï¿½n Econï¿½micamente Activa,7498528,5129995,2368533
ENEMDU,dic-15,2015,12,Empleo,7140636,4840314,2300322
ENEMDU,dic-15,2015,12,Empleo Adecuado/Pleno,3487110,2772286,714823
ENEMDU,dic-15,2015,12,Subempleo,1050646,653874,396772
ENEMDU,dic-15,2015,12,Subempleo por insuficiencia de tiempo de trabajo,848626,532630,315996
ENEMDU,dic-15,2015,12,Subempleo por insuficiencia de ingresos,202020,121243,80776
ENEMDU,dic-15,2015,12,Empleo no remunerado,574061,218673,355388
ENEMDU,dic-15,2015,12,Otro Empleo no pleno,1981205,1152517,828688
ENEMDU,dic-15,2015,12,Empleo no clasificado,47614,42964,4650
ENEMDU,dic-15,2015,12,Desempleo,357892,289681,68212
ENEMDU,dic-15,2015,12,Desempleo Abierto,274939,236151,38788
ENEMDU,sep-15,2015,9,Otro Empleo no pleno,1961901,1092254,869648
ENEMDU,sep-15,2015,9,Empleo no clasificado,38751,36115,2635
ENEMDU,sep-15,2015,9,Desempleo,325496,281605,43892
ENEMDU,sep-15,2015,9,Desempleo Abierto,277827,246804,31023
ENEMDU,sep-15,2015,9,Desempleo Oculto,47669,34800,12868
ENEMDU,sep-15,2015,9,Desempleo Cesante,236647,206120,30527
ENEMDU,sep-15,2015,9,Desempleo Nuevo,88849,75485,13364
ENEMDU,sep-15,2015,9,Poblaciï¿½n Econï¿½micamente Inactiva,3718681,2724785,993896
ENEMDU,dic-15,2015,12,Poblaciï¿½n Total,16404531,11154183,5250348
ENEMDU,dic-15,2015,12,Poblaciï¿½n menor de 15 aï¿½os,5005254,3216707,1788548
ENEMDU*,mar-25,2025,3,Desempleo Abierto,259216,215857,43359
ENEMDU*,mar-25,2025,3,Desempleo Oculto,29940,24487,5453
ENEMDU*,mar-25,2025,3,Desempleo Cesante,194685,167030,27655
ENEMDU*,mar-25,2025,3,Desempleo Nuevo,94471,73314,21157
ENEMDU*,mar-25,2025,3,Poblaciï¿½n Econï¿½micamente Inactiva,4623009,3649437,973572
ENEMDU*,abr-25,2025,4,Poblaciï¿½n Total,18812332,12825099,5987233
ENEMDU*,abr-25,2025,4,Poblaciï¿½n menor de 15 aï¿½os,5442570,3507010,1935560
