anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,grupos_ocupacion_ocupaciones_militares,grupos_ocupacion_directores_gerentes,grupos_ocupacion_profesionales_cientificos,grupos_ocupacion_tecnicos_medio_nivel,grupos_ocupacion_personal_apoyo_admin,grupos_ocupacion_trabajadores_servicios,grupos_ocupacion_agricultores_calificados,grupos_ocupacion_oficiales_operarios_artes,grupos_ocupacion_operadores_maquinaria,grupos_ocupacion_ocupaciones_elementales,grupos_ocupacion_no_especificado
2022,El Oro,Huaquillas,Hombres,De 80-84,30,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31325,2022_eloro_huaquillas_hombres_de8084,2026-07-09,0,0,0,1,1,10,6,4,2,3,3
2022,El Oro,Arenillas,Total Arenillas,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31060,2022_eloro_arenillas_totalarenillas_de3034,2026-07-09,489,44,21,200,59,60,323,223,138,83,310
2022,El Oro,Arenillas,Total Arenillas,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31061,2022_eloro_arenillas_totalarenillas_de3539,2026-07-09,489,32,17,240,37,40,308,259,129,92,291
2022,El Oro,Arenillas,Total Arenillas,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31062,2022_eloro_arenillas_totalarenillas_de4044,2026-07-09,401,30,13,144,37,40,268,312,99,84,328
2022,El Oro,Arenillas,Total Arenillas,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31063,2022_eloro_arenillas_totalarenillas_de4549,2026-07-09,199,12,11,119,22,30,223,263,122,88,265
2022,El Oro,Balsas,Mujeres,De 45-49,97,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31191,2022_eloro_balsas_mujeres_de4549,2026-07-09,0,1,9,2,5,35,10,10,1,13,11
2022,El Oro,Balsas,Mujeres,De 50-54,92,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31192,2022_eloro_balsas_mujeres_de5054,2026-07-09,0,1,15,2,6,26,14,2,0,17,9
2022,El Oro,Balsas,Mujeres,De 55-59,72,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31193,2022_eloro_balsas_mujeres_de5559,2026-07-09,0,1,9,3,7,19,7,6,1,11,8
2022,El Oro,Balsas,Mujeres,De 60-64,52,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31194,2022_eloro_balsas_mujeres_de6064,2026-07-09,0,2,5,0,1,22,4,3,0,3,12
2022,El Oro,Balsas,Mujeres,De 65-69,34,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31195,2022_eloro_balsas_mujeres_de6569,2026-07-09,0,0,1,0,1,11,3,0,1,3,14
2022,El Oro,Chilla,Total Chilla,De 40-44,72,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31206,2022_eloro_chilla_totalchilla_de4044,2026-07-09,2,1,8,3,2,9,9,4,4,20,10
2022,El Oro,Chilla,Total Chilla,De 45-49,52,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31207,2022_eloro_chilla_totalchilla_de4549,2026-07-09,0,2,10,2,1,4,9,6,2,12,4
2022,El Oro,Chilla,Total Chilla,De 50-54,59,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31208,2022_eloro_chilla_totalchilla_de5054,2026-07-09,0,1,5,2,3,4,11,2,2,16,13
2022,El Oro,Chilla,Total Chilla,De 55-59,50,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31209,2022_eloro_chilla_totalchilla_de5559,2026-07-09,0,0,2,3,2,2,11,2,2,13,13
2022,El Oro,Chilla,Total Chilla,De 60-64,51,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31210,2022_eloro_chilla_totalchilla_de6064,2026-07-09,0,2,2,2,2,5,9,2,1,5,21
2022,El Oro,Machala,Total Machala,De 15-19,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31009,2022_eloro_machala_totalmachala_de1519,2026-07-09,65,5,5,26,105,120,783,204,324,53,1
2022,Chimborazo,Penipe,Total Penipe,De 25-29,280,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30882,2022_chimborazo_penipe_totalpenipe_de2529,2026-07-09,3,1,21,19,17,37,49,21,11,81,20
2022,Chimborazo,Penipe,Total Penipe,De 30-34,273,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30883,2022_chimborazo_penipe_totalpenipe_de3034,2026-07-09,1,7,19,12,12,32,57,18,15,78,22
2022,Chimborazo,Penipe,Total Penipe,De 35-39,269,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30884,2022_chimborazo_penipe_totalpenipe_de3539,2026-07-09,3,3,20,8,5,25,78,16,17,70,24
2022,Chimborazo,Penipe,Total Penipe,De 40-44,243,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30885,2022_chimborazo_penipe_totalpenipe_de4044,2026-07-09,0,6,12,8,5,27,79,13,16,49,28
2022,Chimborazo,Penipe,Total Penipe,De 45-49,278,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30886,2022_chimborazo_penipe_totalpenipe_de4549,2026-07-09,0,2,11,6,7,28,93,19,16,47,49
2022,El Oro,Arenillas,Total Arenillas,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31064,2022_eloro_arenillas_totalarenillas_de5054,2026-07-09,33,1,8,132,20,12,214,236,93,58,210
2022,El Oro,Arenillas,Total Arenillas,De 55-59,915,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31065,2022_eloro_arenillas_totalarenillas_de5559,2026-07-09,4,14,99,17,22,168,207,78,63,187,56
2022,El Oro,Arenillas,Total Arenillas,De 60-64,632,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31066,2022_eloro_arenillas_totalarenillas_de6064,2026-07-09,0,6,43,11,5,96,185,65,44,117,60
2022,El Oro,Arenillas,Total Arenillas,De 65-69,438,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31067,2022_eloro_arenillas_totalarenillas_de6569,2026-07-09,1,6,9,9,3,74,156,30,33,73,44
2022,El Oro,Arenillas,Total Arenillas,De 70-74,217,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31068,2022_eloro_arenillas_totalarenillas_de7074,2026-07-09,0,0,1,2,2,32,77,23,21,34,25
2022,El Oro,Balsas,Mujeres,De 70-74,24,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31196,2022_eloro_balsas_mujeres_de7074,2026-07-09,0,1,0,0,0,9,1,0,0,0,13
2022,El Oro,Huaquillas,Total Huaquillas,De 75-79,123,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31308,2022_eloro_huaquillas_totalhuaquillas_de7579,2026-07-09,0,3,0,5,0,50,8,12,6,27,12
2022,El Oro,Huaquillas,Total Huaquillas,De 80-84,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31309,2022_eloro_huaquillas_totalhuaquillas_de8084,2026-07-09,0,0,0,1,1,13,6,5,2,5,5
2022,El Oro,Huaquillas,Total Huaquillas,85 o mï¿½s,20,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31310,2022_eloro_huaquillas_totalhuaquillas_85oms,2026-07-09,0,1,0,0,0,9,0,1,1,3,5
2022,El Oro,Huaquillas,Hombres,Total Hombres,13,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31311,2022_eloro_huaquillas_hombres_totalhombres,2026-07-09,338,59,76,550,331,312,3,176,1,497,2
2022,El Oro,Chilla,Total Chilla,De 65-69,48,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31211,2022_eloro_chilla_totalchilla_de6569,2026-07-09,0,1,1,1,2,1,9,4,0,15,14
2022,El Oro,Chilla,Total Chilla,De 70-74,23,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31212,2022_eloro_chilla_totalchilla_de7074,2026-07-09,0,0,0,0,0,4,6,0,0,0,13
2022,El Oro,Chilla,Total Chilla,De 75-79,17,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31213,2022_eloro_chilla_totalchilla_de7579,2026-07-09,0,0,0,0,0,2,6,0,0,4,5
2022,El Oro,Chilla,Total Chilla,De 80-84,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31214,2022_eloro_chilla_totalchilla_de8084,2026-07-09,0,0,0,1,0,0,2,0,0,1,4
2022,El Oro,Machala,Hombres,Total Hombres,74,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31024,2022_eloro_machala_hombres_totalhombres,2026-07-09,78,480,1,307,6,269,3,658,2,535,12
2022,El Oro,Machala,Total Machala,De 20-24,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31010,2022_eloro_machala_totalmachala_de2024,2026-07-09,940,20,51,504,737,736,3,300,739,1,324
2022,El Oro,Machala,Total Machala,De 25-29,15,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31011,2022_eloro_machala_totalmachala_de2529,2026-07-09,597,37,231,1,952,1,285,1,4,3,786
2022,El Oro,Machala,Total Machala,De 30-34,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31012,2022_eloro_machala_totalmachala_de3034,2026-07-09,120,136,300,2,461,1,253,941,3,542,809
2022,El Oro,Machala,Total Machala,De 35-39,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31013,2022_eloro_machala_totalmachala_de3539,2026-07-09,25,130,363,2,377,1,118,746,3,413,826
2022,El Oro,Machala,Total Machala,De 40-44,15,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31014,2022_eloro_machala_totalmachala_de4044,2026-07-09,192,105,335,1,954,942,707,3,140,901,1
2022,Chimborazo,Penipe,Total Penipe,De 50-54,233,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30887,2022_chimborazo_penipe_totalpenipe_de5054,2026-07-09,0,9,10,10,2,24,71,20,11,34,42
2022,Chimborazo,Penipe,Total Penipe,De 55-59,228,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30888,2022_chimborazo_penipe_totalpenipe_de5559,2026-07-09,0,5,7,6,1,16,64,10,8,26,85
2022,El Oro,Balsas,Total Balsas,De 45-49,302,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31159,2022_eloro_balsas_totalbalsas_de4549,2026-07-09,0,7,18,5,6,58,71,41,35,43,18
2022,El Oro,Balsas,Total Balsas,De 50-54,251,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31160,2022_eloro_balsas_totalbalsas_de5054,2026-07-09,0,3,20,6,8,40,66,27,23,46,12
2022,El Oro,Balsas,Total Balsas,De 55-59,218,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31161,2022_eloro_balsas_totalbalsas_de5559,2026-07-09,0,2,17,4,10,33,54,26,24,34,14
2022,Chimborazo,Penipe,Hombres,De 25-29,139,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30898,2022_chimborazo_penipe_hombres_de2529,2026-07-09,3,1,7,7,6,15,25,14,11,46,4
2022,Chimborazo,Penipe,Hombres,De 30-34,155,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30899,2022_chimborazo_penipe_hombres_de3034,2026-07-09,1,3,8,5,5,16,35,15,15,45,7
2022,El Oro,Huaquillas,Hombres,De 15-19,542,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31312,2022_eloro_huaquillas_hombres_de1519,2026-07-09,1,0,0,3,5,141,65,78,23,197,29
2022,El Oro,Huaquillas,Hombres,De 20-24,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31313,2022_eloro_huaquillas_hombres_de2024,2026-07-09,650,5,3,23,38,43,417,215,221,138,439
2022,El Oro,Huaquillas,Hombres,De 25-29,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31314,2022_eloro_huaquillas_hombres_de2529,2026-07-09,780,14,9,79,57,63,442,205,286,205,332
2022,El Oro,Huaquillas,Hombres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31315,2022_eloro_huaquillas_hombres_de3034,2026-07-09,625,10,8,94,51,37,413,156,265,214,286
2022,El Oro,Huaquillas,Hombres,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31316,2022_eloro_huaquillas_hombres_de3539,2026-07-09,639,12,12,88,53,35,364,179,337,184,281
2022,El Oro,Machala,Hombres,De 15-19,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31025,2022_eloro_machala_hombres_de1519,2026-07-09,188,5,3,15,73,72,377,193,296,47,822
2022,El Oro,Machala,Hombres,De 20-24,7,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31026,2022_eloro_machala_hombres_de2024,2026-07-09,779,20,27,176,391,361,1,618,660,1,204
2022,El Oro,Machala,Hombres,De 25-29,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31027,2022_eloro_machala_hombres_de2529,2026-07-09,241,36,128,840,599,453,1,827,696,1,397
2022,El Oro,Machala,Hombres,De 30-34,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31028,2022_eloro_machala_hombres_de3034,2026-07-09,345,124,181,1,9,574,428,1,623,718,1
2022,El Oro,Machala,Hombres,De 35-39,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31029,2022_eloro_machala_hombres_de3539,2026-07-09,382,116,205,992,541,368,1,563,725,1,635
2022,El Oro,El Guabo,Mujeres,De 20-24,763,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31281,2022_eloro_elguabo_mujeres_de2024,2026-07-09,0,6,37,30,43,258,95,25,3,239,27
2022,El Oro,El Guabo,Mujeres,De 25-29,986,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31282,2022_eloro_elguabo_mujeres_de2529,2026-07-09,0,13,127,81,81,283,109,22,7,217,46
2022,El Oro,El Guabo,Mujeres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31283,2022_eloro_elguabo_mujeres_de3034,2026-07-09,30,0,9,177,50,74,259,107,27,8,283
2022,El Oro,El Guabo,Mujeres,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31284,2022_eloro_elguabo_mujeres_de3539,2026-07-09,15,0,10,147,37,47,261,124,27,13,298
2022,El Oro,El Guabo,Mujeres,De 40-44,937,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31285,2022_eloro_elguabo_mujeres_de4044,2026-07-09,0,7,128,32,43,261,101,36,7,270,52
2022,El Oro,Balsas,Total Balsas,De 60-64,166,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31162,2022_eloro_balsas_totalbalsas_de6064,2026-07-09,0,4,10,2,2,32,41,15,12,27,21
2022,El Oro,Balsas,Total Balsas,De 65-69,104,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31163,2022_eloro_balsas_totalbalsas_de6569,2026-07-09,0,2,2,1,1,18,36,4,5,11,24
2022,El Oro,Balsas,Total Balsas,De 70-74,64,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31164,2022_eloro_balsas_totalbalsas_de7074,2026-07-09,0,2,0,0,1,12,17,1,1,4,26
2022,El Oro,Balsas,Total Balsas,De 75-79,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31165,2022_eloro_balsas_totalbalsas_de7579,2026-07-09,0,0,1,0,0,4,13,0,1,3,15
2022,El Oro,Balsas,Total Balsas,De 80-84,22,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31166,2022_eloro_balsas_totalbalsas_de8084,2026-07-09,0,0,0,0,0,3,7,3,1,0,8
2022,Chimborazo,Penipe,Hombres,De 35-39,149,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30900,2022_chimborazo_penipe_hombres_de3539,2026-07-09,3,1,8,4,1,15,49,15,15,30,8
2022,Chimborazo,Penipe,Hombres,De 40-44,124,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30901,2022_chimborazo_penipe_hombres_de4044,2026-07-09,0,4,4,5,2,8,45,10,14,24,8
2022,El Oro,Arenillas,Hombres,De 40-44,878,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31078,2022_eloro_arenillas_hombres_de4044,2026-07-09,30,8,46,16,13,111,269,79,82,206,18
2022,El Oro,Arenillas,Hombres,De 45-49,754,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31079,2022_eloro_arenillas_hombres_de4549,2026-07-09,12,3,27,10,10,89,217,103,87,175,21
2022,El Oro,Arenillas,Hombres,De 50-54,659,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31080,2022_eloro_arenillas_hombres_de5054,2026-07-09,1,7,57,11,7,83,211,70,56,131,25
2022,El Oro,Arenillas,Hombres,De 55-59,586,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31081,2022_eloro_arenillas_hombres_de5559,2026-07-09,4,8,29,8,9,71,173,68,59,130,27
2022,El Oro,Arenillas,Hombres,De 60-64,429,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31082,2022_eloro_arenillas_hombres_de6064,2026-07-09,0,5,19,7,3,31,161,48,43,82,30
2022,El Oro,Machala,Hombres,De 40-44,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31030,2022_eloro_machala_hombres_de4044,2026-07-09,875,102,187,827,439,277,1,347,781,1,669
2022,El Oro,Machala,Hombres,De 45-49,7,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31031,2022_eloro_machala_hombres_de4549,2026-07-09,440,57,185,637,361,208,1,109,741,1,442
2022,El Oro,El Guabo,Mujeres,De 45-49,721,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31286,2022_eloro_elguabo_mujeres_de4549,2026-07-09,0,5,69,31,18,204,80,26,8,233,47
2022,El Oro,El Guabo,Mujeres,De 50-54,612,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31287,2022_eloro_elguabo_mujeres_de5054,2026-07-09,0,7,72,26,15,200,53,32,8,146,53
2022,El Oro,El Guabo,Mujeres,De 55-59,433,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31288,2022_eloro_elguabo_mujeres_de5559,2026-07-09,0,8,62,13,13,145,38,18,6,94,36
2022,El Oro,El Guabo,Mujeres,De 60-64,268,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31289,2022_eloro_elguabo_mujeres_de6064,2026-07-09,0,3,26,13,14,81,22,6,2,51,50
2022,El Oro,Machala,Hombres,De 55-59,5,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31033,2022_eloro_machala_hombres_de5559,2026-07-09,379,9,111,600,193,116,792,534,1,84,639
2022,El Oro,Balsas,Total Balsas,85 o mï¿½s,10,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31167,2022_eloro_balsas_totalbalsas_85oms,2026-07-09,0,0,0,0,0,0,2,0,0,1,7
2022,El Oro,Huaquillas,Total Huaquillas,De 30-34,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31299,2022_eloro_huaquillas_totalhuaquillas_de3034,2026-07-09,845,11,26,270,128,122,850,174,316,223,562
2022,El Oro,Huaquillas,Total Huaquillas,De 35-39,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31300,2022_eloro_huaquillas_totalhuaquillas_de3539,2026-07-09,736,12,22,233,100,86,770,197,414,198,533
2022,El Oro,Huaquillas,Total Huaquillas,De 40-44,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31301,2022_eloro_huaquillas_totalhuaquillas_de4044,2026-07-09,551,11,23,200,65,58,802,195,336,211,517
2022,El Oro,Huaquillas,Total Huaquillas,De 45-49,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31302,2022_eloro_huaquillas_totalhuaquillas_de4549,2026-07-09,176,1,10,118,41,52,677,160,312,185,483
2022,Chimborazo,Penipe,Hombres,De 45-49,149,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30902,2022_chimborazo_penipe_hombres_de4549,2026-07-09,0,1,2,4,4,11,56,14,15,29,13
2022,Chimborazo,Penipe,Hombres,De 50-54,135,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30903,2022_chimborazo_penipe_hombres_de5054,2026-07-09,0,6,2,4,1,11,51,15,11,19,15
2022,Chimborazo,Penipe,Hombres,De 55-59,131,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30904,2022_chimborazo_penipe_hombres_de5559,2026-07-09,0,3,4,1,1,7,46,10,8,17,34
2022,Chimborazo,Penipe,Hombres,De 60-64,113,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30905,2022_chimborazo_penipe_hombres_de6064,2026-07-09,0,1,2,1,3,2,46,8,10,10,30
2022,Chimborazo,Penipe,Hombres,De 65-69,83,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30906,2022_chimborazo_penipe_hombres_de6569,2026-07-09,0,1,2,0,0,3,40,3,3,6,25
2022,El Oro,Arenillas,Hombres,De 65-69,335,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31083,2022_eloro_arenillas_hombres_de6569,2026-07-09,1,3,7,8,3,37,143,24,33,52,24
2022,El Oro,Arenillas,Hombres,De 70-74,166,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31084,2022_eloro_arenillas_hombres_de7074,2026-07-09,0,0,0,1,2,9,70,20,20,28,16
2022,El Oro,Arenillas,Hombres,De 75-79,88,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31085,2022_eloro_arenillas_hombres_de7579,2026-07-09,0,0,0,0,0,4,45,2,2,19,16
2022,El Oro,Arenillas,Hombres,De 80-84,33,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31086,2022_eloro_arenillas_hombres_de8084,2026-07-09,0,0,1,0,0,3,14,1,1,4,9
2022,Chimborazo,Penipe,Mujeres,De 35-39,120,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,30916,2022_chimborazo_penipe_mujeres_de3539,2026-07-09,0,2,12,4,4,10,29,1,2,40,16
2022,El Oro,Machala,Hombres,De 60-64,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31034,2022_eloro_machala_hombres_de6064,2026-07-09,854,1,80,384,116,57,545,449,719,551,603
2022,El Oro,Machala,Hombres,De 65-69,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31035,2022_eloro_machala_hombres_de6569,2026-07-09,205,1,33,168,61,29,323,259,410,282,390
2022,El Oro,Machala,Hombres,De 70-74,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31036,2022_eloro_machala_hombres_de7074,2026-07-09,54,0,14,61,28,9,175,126,177,127,201
2022,El Oro,Machala,Hombres,De 75-79,469,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31037,2022_eloro_machala_hombres_de7579,2026-07-09,1,5,27,16,5,84,73,73,45,82,58
2022,El Oro,Machala,Hombres,De 80-84,162,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,31038,2022_eloro_machala_hombres_de8084,2026-07-09,0,3,7,1,1,30,29,20,2,28,41
