anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,grupos_ocupacion_ocupaciones_militares,grupos_ocupacion_directores_gerentes,grupos_ocupacion_profesionales_cientificos,grupos_ocupacion_tecnicos_medio_nivel,grupos_ocupacion_personal_apoyo_admin,grupos_ocupacion_trabajadores_servicios,grupos_ocupacion_agricultores_calificados,grupos_ocupacion_oficiales_operarios_artes,grupos_ocupacion_operadores_maquinaria,grupos_ocupacion_ocupaciones_elementales,grupos_ocupacion_no_especificado
2022,Azuay,El Pan,Hombres,De 60-64,39,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28872,2022_azuay_elpan_hombres_de6064,2026-07-09,0,0,1,0,0,3,6,5,1,4,19
2022,Azuay,El Pan,Hombres,De 65-69,28,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28873,2022_azuay_elpan_hombres_de6569,2026-07-09,0,0,0,0,0,1,3,4,2,2,16
2022,Azuay,El Pan,Hombres,De 70-74,19,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28874,2022_azuay_elpan_hombres_de7074,2026-07-09,0,0,0,0,0,3,5,2,0,2,7
2022,Azuay,El Pan,Hombres,De 75-79,13,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28875,2022_azuay_elpan_hombres_de7579,2026-07-09,0,0,0,0,0,1,0,1,1,0,10
2022,Azuay,Oï¿½a,Hombres,De 75-79,18,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28779,2022_azuay_oa_hombres_de7579,2026-07-09,0,0,1,0,0,1,4,0,0,2,10
2022,Azuay,San Fernando,Total San Fernando,Total San Fernando,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28606,2022_azuay_sanfernando_totalsanfernando_totalsanfernando,2026-07-09,519,0,16,95,40,40,215,399,217,110,259
2022,Azuay,San Fernando,Total San Fernando,De 15-19,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28607,2022_azuay_sanfernando_totalsanfernando_de1519,2026-07-09,0,0,0,0,0,15,4,3,3,22,2
2022,Azuay,San Fernando,Total San Fernando,De 20-24,153,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28608,2022_azuay_sanfernando_totalsanfernando_de2024,2026-07-09,0,0,5,2,7,30,21,22,20,44,2
2022,Azuay,San Fernando,Total San Fernando,De 25-29,182,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28609,2022_azuay_sanfernando_totalsanfernando_de2529,2026-07-09,0,3,13,11,11,40,18,22,17,46,1
2022,Azuay,Paute,Mujeres,De 40-44,608,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28548,2022_azuay_paute_mujeres_de4044,2026-07-09,0,7,42,17,10,180,130,41,7,112,62
2022,Azuay,Paute,Mujeres,De 45-49,438,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28549,2022_azuay_paute_mujeres_de4549,2026-07-09,0,10,17,15,13,104,90,19,4,96,70
2022,Azuay,Paute,Mujeres,De 50-54,395,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28550,2022_azuay_paute_mujeres_de5054,2026-07-09,0,8,14,5,10,81,98,24,0,73,82
2022,Azuay,El Pan,Hombres,De 80-84,5,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28876,2022_azuay_elpan_hombres_de8084,2026-07-09,0,0,1,0,0,1,0,0,0,0,3
2022,Azuay,El Pan,Hombres,85 o mï¿½s,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28877,2022_azuay_elpan_hombres_85oms,2026-07-09,0,0,0,0,0,1,0,0,0,0,8
2022,Azuay,El Pan,Mujeres,Total Mujeres,442,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28878,2022_azuay_elpan_mujeres_totalmujeres,2026-07-09,0,6,38,10,14,75,30,10,1,49,209
2022,Azuay,El Pan,Mujeres,De 15-19,6,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28879,2022_azuay_elpan_mujeres_de1519,2026-07-09,0,0,1,0,0,2,0,0,0,2,1
2022,Azuay,El Pan,Mujeres,De 20-24,24,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28880,2022_azuay_elpan_mujeres_de2024,2026-07-09,0,0,1,2,2,8,1,0,0,5,5
2022,Azuay,San Fernando,Total San Fernando,De 30-34,215,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28610,2022_azuay_sanfernando_totalsanfernando_de3034,2026-07-09,0,3,23,12,4,32,41,38,20,34,8
2022,Azuay,San Fernando,Total San Fernando,De 35-39,166,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28611,2022_azuay_sanfernando_totalsanfernando_de3539,2026-07-09,0,3,26,5,6,23,28,30,13,25,7
2022,Azuay,San Fernando,Total San Fernando,De 40-44,141,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28612,2022_azuay_sanfernando_totalsanfernando_de4044,2026-07-09,0,2,10,3,1,13,33,30,13,21,15
2022,Azuay,San Fernando,Total San Fernando,De 45-49,110,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28613,2022_azuay_sanfernando_totalsanfernando_de4549,2026-07-09,0,0,6,0,4,17,40,19,7,14,3
2022,Azuay,San Fernando,Total San Fernando,De 50-54,122,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28614,2022_azuay_sanfernando_totalsanfernando_de5054,2026-07-09,0,2,3,5,2,20,38,16,8,19,9
2022,Azuay,Paute,Mujeres,De 55-59,341,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28551,2022_azuay_paute_mujeres_de5559,2026-07-09,0,2,11,10,6,83,78,20,2,47,82
2022,Azuay,El Pan,Mujeres,De 25-29,42,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28881,2022_azuay_elpan_mujeres_de2529,2026-07-09,0,0,7,3,5,11,3,1,0,3,9
2022,Azuay,El Pan,Mujeres,De 30-34,46,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28882,2022_azuay_elpan_mujeres_de3034,2026-07-09,0,2,12,2,3,9,6,1,0,5,6
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 30-34,832,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29010,2022_azuay_camiloponceenrquez_hombres_de3034,2026-07-09,0,9,32,23,10,62,38,95,120,431,12
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 35-39,705,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29011,2022_azuay_camiloponceenrquez_hombres_de3539,2026-07-09,1,21,27,13,9,57,43,87,119,313,15
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 40-44,604,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29012,2022_azuay_camiloponceenrquez_hombres_de4044,2026-07-09,0,13,18,14,4,49,61,58,106,270,11
2022,Azuay,El Pan,Mujeres,85 o mï¿½s,14,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28893,2022_azuay_elpan_mujeres_85oms,2026-07-09,0,1,0,0,0,0,0,0,0,0,13
2022,Azuay,Sevilla de Oro,Total Sevilla de Oro,Total Sevilla de Oro,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28894,2022_azuay_sevilladeoro_totalsevilladeoro_totalsevilladeoro,2026-07-09,866,1,18,116,62,63,182,338,132,178,270
2022,Azuay,Sevilla de Oro,Total Sevilla de Oro,De 15-19,44,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28895,2022_azuay_sevilladeoro_totalsevilladeoro_de1519,2026-07-09,0,0,0,0,1,8,1,1,1,23,9
2022,Azuay,Sevilla de Oro,Total Sevilla de Oro,De 20-24,165,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28896,2022_azuay_sevilladeoro_totalsevilladeoro_de2024,2026-07-09,0,1,11,12,13,23,8,17,17,37,26
2022,Azuay,Paute,Mujeres,De 60-64,297,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28552,2022_azuay_paute_mujeres_de6064,2026-07-09,0,2,4,3,3,65,66,13,2,37,102
2022,Azuay,Paute,Mujeres,De 65-69,147,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28553,2022_azuay_paute_mujeres_de6569,2026-07-09,0,1,0,0,0,28,33,9,4,10,62
2022,Azuay,Paute,Mujeres,De 70-74,122,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28554,2022_azuay_paute_mujeres_de7074,2026-07-09,0,0,0,0,0,26,18,7,0,9,62
2022,Azuay,Paute,Mujeres,De 75-79,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28555,2022_azuay_paute_mujeres_de7579,2026-07-09,0,0,0,0,0,6,17,4,0,4,32
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 45-49,495,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29013,2022_azuay_camiloponceenrquez_hombres_de4549,2026-07-09,0,9,6,17,7,63,59,70,82,167,15
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 50-54,408,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29014,2022_azuay_camiloponceenrquez_hombres_de5054,2026-07-09,1,12,18,11,8,45,76,44,54,131,8
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 55-59,329,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29015,2022_azuay_camiloponceenrquez_hombres_de5559,2026-07-09,0,8,8,8,6,47,54,35,49,96,18
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 60-64,207,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29016,2022_azuay_camiloponceenrquez_hombres_de6064,2026-07-09,0,6,9,5,4,24,39,18,22,62,18
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 65-69,140,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29017,2022_azuay_camiloponceenrquez_hombres_de6569,2026-07-09,0,0,8,0,2,15,38,12,13,44,8
2022,Azuay,Gualaceo,Mujeres,De 75-79,108,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28459,2022_azuay_gualaceo_mujeres_de7579,2026-07-09,0,0,1,2,0,20,19,19,1,9,37
2022,Azuay,Gualaceo,Mujeres,De 80-84,67,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28460,2022_azuay_gualaceo_mujeres_de8084,2026-07-09,0,0,0,0,0,12,7,14,0,2,32
2022,Azuay,Gualaceo,Mujeres,85 o mï¿½s,34,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28461,2022_azuay_gualaceo_mujeres_85oms,2026-07-09,0,0,0,2,0,4,0,6,0,3,19
2022,Azuay,Nabï¿½n,Total Nabï¿½n,Total Nabï¿½n,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28462,2022_azuay_nabn_totalnabn_totalnabn,2026-07-09,625,1,34,186,89,109,589,707,630,264,1
2022,Azuay,Nabï¿½n,Total Nabï¿½n,De 15-19,284,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28463,2022_azuay_nabn_totalnabn_de1519,2026-07-09,0,0,1,0,4,37,27,31,2,169,13
2022,Azuay,Gualaceo,Mujeres,De 35-39,935,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28451,2022_azuay_gualaceo_mujeres_de3539,2026-07-09,0,10,145,31,54,230,53,120,18,225,49
2022,Azuay,Gualaceo,Mujeres,De 40-44,790,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28452,2022_azuay_gualaceo_mujeres_de4044,2026-07-09,0,9,86,26,26,211,69,93,12,196,62
2022,Azuay,Gualaceo,Mujeres,De 45-49,669,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28453,2022_azuay_gualaceo_mujeres_de4549,2026-07-09,0,16,52,19,17,167,72,93,8,148,77
2022,Azuay,Gualaceo,Mujeres,De 50-54,607,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28454,2022_azuay_gualaceo_mujeres_de5054,2026-07-09,0,8,36,14,13,163,88,81,5,102,97
2022,Azuay,Gualaceo,Mujeres,De 55-59,510,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28455,2022_azuay_gualaceo_mujeres_de5559,2026-07-09,0,8,17,16,10,125,85,61,4,81,103
2022,Azuay,Nabï¿½n,Total Nabï¿½n,De 20-24,618,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28464,2022_azuay_nabn_totalnabn_de2024,2026-07-09,0,0,7,8,18,100,69,102,34,258,22
2022,Total Nacional,Nacional,Mujeres,De 80-84,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28283,2022_totalnacional_nacional_mujeres_de8084,2026-07-09,37,3,75,123,237,73,1,598,500,357,18
2022,Total Nacional,Nacional,Mujeres,85 o mï¿½s,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28284,2022_totalnacional_nacional_mujeres_85oms,2026-07-09,711,0,40,86,165,33,688,199,165,19,414
2022,Azuay,Total Azuay,Total Azuay,Total Azuay,348,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28285,2022_azuay_totalazuay_totalazuay_totalazuay,2026-07-09,929,548,6,951,48,111,21,68,15,671,67
2022,Azuay,Total Azuay,Hombres,Total Hombres,187,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28286,2022_azuay_totalazuay_hombres_totalhombres,2026-07-09,243,504,3,903,22,45,10,546,6,654,26
2022,Azuay,Total Azuay,Hombres,De 15-19,6,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28287,2022_azuay_totalazuay_hombres_de1519,2026-07-09,740,3,11,63,151,196,1,69,277,1,306
2022,Azuay,Total Azuay,Hombres,De 20-24,20,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28288,2022_azuay_totalazuay_hombres_de2024,2026-07-09,576,13,77,898,1,94,997,3,550,816,4
2022,Azuay,Total Azuay,Hombres,De 25-29,25,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28289,2022_azuay_totalazuay_hombres_de2529,2026-07-09,158,83,279,3,321,1,816,1,300,3,968
2022,Azuay,Total Azuay,Hombres,De 30-34,25,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28290,2022_azuay_totalazuay_hombres_de3034,2026-07-09,76,115,524,4,15,1,813,1,86,3,559
2022,Azuay,Total Azuay,Hombres,De 35-39,24,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28291,2022_azuay_totalazuay_hombres_de3539,2026-07-09,83,89,681,3,886,1,539,918,3,205,878
2022,Azuay,Total Azuay,Mujeres,De 50-54,14,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28310,2022_azuay_totalazuay_mujeres_de5054,2026-07-09,303,0,332,2,25,742,679,3,677,853,1
2022,Azuay,Total Azuay,Mujeres,De 55-59,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28311,2022_azuay_totalazuay_mujeres_de5559,2026-07-09,883,3,261,1,615,603,474,2,867,821,1
2022,Azuay,Total Azuay,Mujeres,De 60-64,7,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28312,2022_azuay_totalazuay_mujeres_de6064,2026-07-09,968,0,138,523,344,244,1,936,679,788,58
2022,Azuay,Total Azuay,Mujeres,De 65-69,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28313,2022_azuay_totalazuay_mujeres_de6569,2026-07-09,320,0,68,131,134,80,1,28,428,488,25
2022,Azuay,Total Azuay,Mujeres,De 70-74,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28314,2022_azuay_totalazuay_mujeres_de7074,2026-07-09,320,0,23,37,39,18,541,239,321,8,232
2022,Azuay,Total Azuay,Mujeres,De 75-79,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28315,2022_azuay_totalazuay_mujeres_de7579,2026-07-09,398,0,11,19,24,11,306,150,202,3,147
2022,Azuay,Total Azuay,Mujeres,De 80-84,717,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28316,2022_azuay_totalazuay_mujeres_de8084,2026-07-09,0,1,5,19,3,142,71,97,5,63,311
2022,Total Nacional,Nacional,Hombres,De 25-29,495,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28256,2022_totalnacional_nacional_hombres_de2529,2026-07-09,626,5,604,4,974,47,72,32,411,24,634
2022,Total Nacional,Nacional,Hombres,De 30-34,498,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28257,2022_totalnacional_nacional_hombres_de3034,2026-07-09,650,8,36,8,727,59,115,32,521,22,181
2022,Total Nacional,Nacional,Hombres,De 35-39,479,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28258,2022_totalnacional_nacional_hombres_de3539,2026-07-09,540,6,734,10,175,54,565,28,388,19,60
2022,Azuay,Total Azuay,Mujeres,85 o mï¿½s,417,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28317,2022_azuay_totalazuay_mujeres_85oms,2026-07-09,0,4,12,17,4,61,22,68,2,27,200
2022,Azuay,Cuenca,Total Cuenca,Total Cuenca,270,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28318,2022_azuay_cuenca_totalcuenca_totalcuenca,2026-07-09,600,518,6,187,43,581,18,738,13,546,54
2022,Total Nacional,Nacional,Hombres,De 40-44,454,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28259,2022_totalnacional_nacional_hombres_de4044,2026-07-09,312,5,799,10,376,43,364,23,57,15,576
2022,Total Nacional,Nacional,Hombres,De 45-49,384,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28260,2022_totalnacional_nacional_hombres_de4549,2026-07-09,752,3,290,9,315,33,299,17,506,11,339
2022,Total Nacional,Nacional,Hombres,De 50-54,338,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28261,2022_totalnacional_nacional_hombres_de5054,2026-07-09,279,1,596,7,668,29,185,14,224,8,973
2022,Total Nacional,Nacional,Hombres,De 55-59,283,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28262,2022_totalnacional_nacional_hombres_de5559,2026-07-09,438,476,6,420,27,611,11,161,6,932,35
2022,Total Nacional,Nacional,Hombres,De 60-64,199,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28263,2022_totalnacional_nacional_hombres_de6064,2026-07-09,555,135,4,102,17,118,6,423,3,664,24
2022,Azuay,Gualaceo,Hombres,De 55-59,522,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28439,2022_azuay_gualaceo_hombres_de5559,2026-07-09,0,2,21,18,5,64,68,164,86,60,34
2022,Azuay,Gualaceo,Hombres,De 60-64,442,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28440,2022_azuay_gualaceo_hombres_de6064,2026-07-09,0,5,28,11,3,46,84,105,51,54,55
2022,Azuay,Gualaceo,Hombres,De 65-69,308,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28441,2022_azuay_gualaceo_hombres_de6569,2026-07-09,0,3,15,7,5,27,87,65,30,29,40
2022,Azuay,Gualaceo,Hombres,De 70-74,191,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28442,2022_azuay_gualaceo_hombres_de7074,2026-07-09,0,2,2,6,1,17,46,38,20,16,43
2022,Azuay,Gualaceo,Hombres,De 75-79,144,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28443,2022_azuay_gualaceo_hombres_de7579,2026-07-09,0,0,3,0,0,17,32,24,9,12,47
2022,Azuay,Gualaceo,Total Gualaceo,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28420,2022_azuay_gualaceo_totalgualaceo_de4044,2026-07-09,590,0,16,146,47,47,310,119,378,143,295
2022,Total Nacional,Nacional,Hombres,De 65-69,118,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28264,2022_totalnacional_nacional_hombres_de6569,2026-07-09,579,52,1,892,8,557,2,939,1,523,13
2022,Azuay,Cuenca,Total Cuenca,De 60-64,12,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28328,2022_azuay_cuenca_totalcuenca_de6064,2026-07-09,485,0,324,1,377,622,359,2,516,704,1
2022,Azuay,Cuenca,Total Cuenca,De 65-69,6,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28329,2022_azuay_cuenca_totalcuenca_de6569,2026-07-09,654,3,148,599,252,118,1,304,508,1,56
2022,Azuay,Cuenca,Total Cuenca,De 70-74,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28330,2022_azuay_cuenca_totalcuenca_de7074,2026-07-09,266,0,58,229,87,24,678,300,533,196,341
2022,Azuay,Cuenca,Total Cuenca,De 75-79,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28331,2022_azuay_cuenca_totalcuenca_de7579,2026-07-09,811,0,30,72,43,19,381,235,253,71,190
2022,Azuay,Gualaceo,Hombres,De 80-84,71,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28444,2022_azuay_gualaceo_hombres_de8084,2026-07-09,0,1,0,0,0,5,19,7,0,4,35
2022,Azuay,Gualaceo,Hombres,85 o mï¿½s,45,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28445,2022_azuay_gualaceo_hombres_85oms,2026-07-09,0,0,0,1,0,3,13,5,0,1,22
2022,Azuay,Gualaceo,Mujeres,Total Mujeres,7,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28446,2022_azuay_gualaceo_mujeres_totalmujeres,2026-07-09,649,0,80,701,268,312,2,122,674,951,108
2022,Total Nacional,Nacional,Mujeres,De 35-39,358,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28274,2022_totalnacional_nacional_mujeres_de3539,2026-07-09,22,375,8,764,72,762,28,808,22,46,84
2022,Total Nacional,Nacional,Mujeres,De 40-44,335,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28275,2022_totalnacional_nacional_mujeres_de4044,2026-07-09,118,172,8,719,59,216,23,595,18,544,80
2022,Azuay,Nabï¿½n,Total Nabï¿½n,De 70-74,166,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28474,2022_azuay_nabn_totalnabn_de7074,2026-07-09,0,0,0,0,0,18,19,7,0,26,96
2022,Azuay,Nabï¿½n,Total Nabï¿½n,De 75-79,101,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28475,2022_azuay_nabn_totalnabn_de7579,2026-07-09,0,0,0,1,0,4,11,5,1,8,71
2022,Azuay,Nabï¿½n,Total Nabï¿½n,De 80-84,70,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28476,2022_azuay_nabn_totalnabn_de8084,2026-07-09,0,0,0,1,0,3,11,0,0,6,49
2022,Azuay,Cuenca,Total Cuenca,De 80-84,838,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28332,2022_azuay_cuenca_totalcuenca_de8084,2026-07-09,0,4,24,30,2,158,90,84,26,73,347
2022,Azuay,Cuenca,Total Cuenca,85 o mï¿½s,573,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28333,2022_azuay_cuenca_totalcuenca_85oms,2026-07-09,0,5,22,22,7,91,41,65,8,46,266
