anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,09H00299,UNIDAD EDUCATIVA CIUDAD DE ESMERALDAS,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1472,51,49,GUAYAS,GUAYAQUIL,100
2023-2024 INICIO,01H00942,UNIDAD EDUCATIVA CIUDAD DE GIRON,AZUAY,1,GIRON,102,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,628,49,61,AZUAY,GIRON,110
2023-2024 INICIO,23H00827,UNIDAD EDUCATIVA CIUDAD DE GUARANDA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,573,26,22,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,48
2023-2024 INICIO,07H01131,UNIDAD EDUCATIVA CIUDAD DE GUAYAQUIL,EL ORO,7,SANTA ROSA,712,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,113,1,2,EL ORO,SANTA ROSA,3
2023-2024 INICIO,07H00564,UNIDAD EDUCATIVA CIUDAD DE HUAQUILLAS,EL ORO,7,HUAQUILLAS,707,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,951,36,26,EL ORO,HUAQUILLAS,62
2023-2024 INICIO,10H00079,UNIDAD EDUCATIVA CIUDAD DE IBARRA,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1052,25,17,IMBABURA,IBARRA,42
2023-2024 INICIO,22H00268,UNIDAD EDUCATIVA CIUDAD DE IBARRA,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1539,25,44,ORELLANA,LA JOYA DE LOS SACHAS,69
2023-2024 INICIO,13H05391,UNIDAD EDUCATIVA CIUDAD DE JIPIJAPA,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,559,9,8,MANABI,EL CARMEN,17
2023-2024 INICIO,13H01842,UNIDAD EDUCATIVA CIUDAD DE JIPIJAPA,MANABI,13,JIPIJAPA,1306,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,132,9,7,MANABI,JIPIJAPA,16
2023-2024 INICIO,19H00394,UNIDAD EDUCATIVA CIUDAD DE LATACUNGA,ZAMORA CHINCHIPE,19,CENTINELA DEL CONDOR,1907,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,330,7,10,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,17
2023-2024 INICIO,23H00390,UNIDAD EDUCATIVA CIUDAD DE MACARA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,310,8,16,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,24
2023-2024 INICIO,13H01593,UNIDAD EDUCATIVA CIUDAD DE PAJAN,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,337,5,9,MANABI,EL CARMEN,14
2023-2024 INICIO,01H01151,UNIDAD EDUCATIVA CIUDAD DE PAUTE,AZUAY,1,PAUTE,105,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,682,25,45,AZUAY,PAUTE,70
2023-2024 INICIO,21H00621,UNIDAD EDUCATIVA CIUDAD DE PORTOVIEJO,SUCUMBIOS,21,SHUSHUFINDI,2104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,562,21,0,SUCUMBIOS,SHUSHUFINDI,21
2023-2024 INICIO,12H02076,UNIDAD EDUCATIVA CIUDAD DE QUEVEDO,LOS RIOS,12,QUEVEDO,1205,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,MUNICIPAL,653,55,51,LOS RIOS,QUEVEDO,106
2023-2024 INICIO,13H01405,UNIDAD EDUCATIVA CIUDAD DE ROCAFUERTE,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,307,6,7,MANABI,EL CARMEN,13
2023-2024 INICIO,15H00035,UNIDAD EDUCATIVA CIUDAD DE TENA,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1494,40,48,NAPO,TENA,88
2023-2024 INICIO,12H01796,UNIDAD EDUCATIVA CIUDAD DE VALENCIA,LOS RIOS,12,VALENCIA,1211,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1882,180,179,LOS RIOS,VALENCIA,359
2023-2024 INICIO,23H00012,UNIDAD EDUCATIVA CLEMENCIA RODRIGUEZ DE MORA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1188,22,25,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,47
2023-2024 INICIO,12H00021,UNIDAD EDUCATIVA CLEMENTE BAQUERIZO,LOS RIOS,12,BABAHOYO,1201,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,314,25,19,LOS RIOS,BABAHOYO,44
2023-2024 INICIO,17H01573,UNIDAD EDUCATIVA CLUB ÁRABE ECUATORIANO,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1037,66,58,PICHINCHA,QUITO,124
2023-2024 INICIO,06B00158,UNIDAD EDUCATIVA COCAN,CHIMBORAZO,6,ALAUSI,602,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,192,6,3,CHIMBORAZO,ALAUSI,9
2023-2024 INICIO,17H02348,UNIDAD EDUCATIVA COCHASQUI,PICHINCHA,17,PEDRO MONCAYO,1704,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2089,82,67,PICHINCHA,PEDRO MONCAYO,149
2023-2024 INICIO,09H03105,UNIDAD EDUCATIVA COLIMES,GUAYAS,9,COLIMES,905,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1039,121,110,GUAYAS,COLIMES,231
2023-2024 INICIO,13H00206,UNIDAD EDUCATIVA COLON,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1042,31,51,MANABI,PORTOVIEJO,82
2023-2024 INICIO,13H05404,UNIDAD EDUCATIVA COLÓN ARTEAGA GARCÍA,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,586,25,37,MANABI,CHONE,62
2023-2024 INICIO,17H03233,UNIDAD EDUCATIVA COMANDANTE LIZARDO ALFONSO VILLA MARIN,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,240,5,5,PICHINCHA,MEJIA,10
2023-2024 INICIO,12H00819,UNIDAD EDUCATIVA COMANDANTE RAFAEL MORAN VALVERDE,LOS RIOS,12,QUEVEDO,1205,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,196,7,4,LOS RIOS,QUEVEDO,11
2023-2024 INICIO,06H00908,UNIDAD EDUCATIVA COMPUD,CHIMBORAZO,6,CHUNCHI,605,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,206,8,4,CHIMBORAZO,CHUNCHI,12
2023-2024 INICIO,15B00127,UNIDAD EDUCATIVA COMUNIT INTERCULT BILINGUE MIGUEL TUNAY,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,136,5,5,NAPO,ARCHIDONA,10
2023-2024 INICIO,08B00018,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE COZOPANGUI,ESMERALDAS,8,SAN LORENZO,805,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,212,4,7,ESMERALDAS,SAN LORENZO,11
2023-2024 INICIO,08B00014,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LUCIANO GERMAN NASTACUAZ,ESMERALDAS,8,SAN LORENZO,805,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,161,5,0,ESMERALDAS,SAN LORENZO,5
2023-2024 INICIO,05B00117,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SUMAK KAWSAY,COTOPAXI,5,LATACUNGA,501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,68,2,0,COTOPAXI,LATACUNGA,2
2023-2024 INICIO,15B00065,UNIDAD EDUCATIVA COMUNITARIA INTERCULT BILINGÜE SUMAK SACHA,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,118,4,2,NAPO,TENA,6
2023-2024 INICIO,15B00023,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KANAMBU,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,332,11,12,NAPO,TENA,23
2023-2024 INICIO,21B00113,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL AB MARTHA BUCARAM DE ROLDOS,SUCUMBIOS,21,SHUSHUFINDI,2104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,549,27,17,SUCUMBIOS,SHUSHUFINDI,44
2023-2024 INICIO,08B00045,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILIGÜE LUZ Y VIDA,ESMERALDAS,8,QUININDE,804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,356,7,13,ESMERALDAS,QUININDE,20
2023-2024 INICIO,14B00051,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ALFREDO PEREZ GUERRERO,MORONA SANTIAGO,14,MORONA,1401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,329,5,8,MORONA SANTIAGO,MORONA,13
2023-2024 INICIO,18B00066,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE BILINGÜE MANZANAPAMBA,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,157,5,7,TUNGURAHUA,SAN PEDRO DE PELILEO,12
2023-2024 INICIO,05B00078,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE CHARLES DARWIN,COTOPAXI,5,SAQUISILI,506,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,143,6,5,COTOPAXI,SAQUISILI,11
2023-2024 INICIO,15B00029,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CONSEJO PROVINCIAL DE NAPO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,183,7,2,NAPO,TENA,9
2023-2024 INICIO,15B00085,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JACINTO COLLAHUAZO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,172,4,5,NAPO,TENA,9
2023-2024 INICIO,15B00180,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LORENZO CERDA,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,136,3,11,NAPO,TENA,14
2023-2024 INICIO,14B00288,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""28 DE NOVIEMBRE""",MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,201,14,5,MORONA SANTIAGO,TAISHA,19
2023-2024 INICIO,10B00155,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JOSE PEDRO MALDONADO DUQUE,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,323,15,28,IMBABURA,OTAVALO,43
2023-2024 INICIO,06B00505,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 16 DE NOVIEMBRE,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,246,11,7,CHIMBORAZO,GUAMOTE,18
2023-2024 INICIO,06B00480,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 23 DE JULIO,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,123,6,8,CHIMBORAZO,GUAMOTE,14
2023-2024 INICIO,14B00384,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 24 DE FEBRERO,MORONA SANTIAGO,14,LOGROÑO,1410,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,180,5,3,MORONA SANTIAGO,LOGRONO,8
2023-2024 INICIO,05B00047,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 24 DE OCTUBRE,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,111,9,4,COTOPAXI,PUJILI,13
2023-2024 INICIO,14B00195,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 27 DE NOVIEMBRE,MORONA SANTIAGO,14,HUAMBOYA,1407,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,75,6,1,MORONA SANTIAGO,HUAMBOYA,7
2023-2024 INICIO,06B00404,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ACHULLAY,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,137,11,11,CHIMBORAZO,GUAMOTE,22
2023-2024 INICIO,19B00060,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AGUSTIN TSAMAREIN CHUMAPI,ZAMORA CHINCHIPE,19,CENTINELA DEL CONDOR,1907,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,100,2,2,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,4
2023-2024 INICIO,10B00130,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ALEJANDRO CHAVEZ,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,379,7,16,IMBABURA,OTAVALO,23
2023-2024 INICIO,05B00109,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ALEJANDRO HUMBOLTH,COTOPAXI,5,PANGUA,503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,57,2,4,COTOPAXI,PANGUA,6
2023-2024 INICIO,15B00125,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ALMINDARIS,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,233,7,7,NAPO,ARCHIDONA,14
2023-2024 INICIO,06B00382,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AMAWTA FERNANDO DAQUILEMA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,122,8,10,CHIMBORAZO,GUAMOTE,18
2023-2024 INICIO,06B00506,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AMBROSIO LASSO,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,223,6,10,CHIMBORAZO,GUAMOTE,16
2023-2024 INICIO,22B00031,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANDRES ALVARADO,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,198,6,7,ORELLANA,ORELLANA,13
2023-2024 INICIO,03B00045,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANGEL MARIA IGLESIAS,CAÑAR,3,CAÑAR,303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,155,1,2,CANAR,CANAR,3
2023-2024 INICIO,19B00029,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANGEL NOLBERTO SUAREZ,ZAMORA CHINCHIPE,19,YACUAMBI,1904,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,148,6,7,ZAMORA CHINCHIPE,YACUAMBI,13
2023-2024 INICIO,14B00328,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANTONIO SAMANIEGO,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,481,10,15,MORONA SANTIAGO,TAISHA,25
2023-2024 INICIO,06B00361,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ATAHUALPA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,216,6,13,CHIMBORAZO,GUAMOTE,19
2023-2024 INICIO,08B00034,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ATALAYA,ESMERALDAS,8,ELOY ALFARO,802,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,379,22,17,ESMERALDAS,ELOY ALFARO,39
2023-2024 INICIO,17B00027,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AYNI PACHA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,25,0,1,PICHINCHA,QUITO,1
2023-2024 INICIO,14B00228,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AYUMPUM,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,380,14,8,MORONA SANTIAGO,TAISHA,22
2023-2024 INICIO,15B00122,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE BARTOLOME MARIN,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,212,3,11,NAPO,ARCHIDONA,14
2023-2024 INICIO,08B00047,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE BATALLA DE TARQUI,ESMERALDAS,8,QUININDE,804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,298,8,8,ESMERALDAS,QUININDE,16
2023-2024 INICIO,06B00389,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÛE BATALLA DE TIOCAJAS,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,58,2,0,CHIMBORAZO,GUAMOTE,2
2023-2024 INICIO,19B00138,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE BERNARDINO ECHEVERRIA,ZAMORA CHINCHIPE,19,ZAMORA,1901,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,89,5,1,ZAMORA CHINCHIPE,ZAMORA,6
2023-2024 INICIO,02B00080,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CACIQUE GUARANGA,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,130,1,2,BOLIVAR,GUARANDA,3
2023-2024 INICIO,09B00038,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE CACIQUE TUMBALA,GUAYAS,9,PLAYAS,921,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,570,18,15,GUAYAS,PLAYAS,33
2023-2024 INICIO,06B00292,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CALANCHA,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,39,1,2,CHIMBORAZO,COLTA,3
2023-2024 INICIO,16B00141,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CAMILO HUATATOCA,PASTAZA,16,SANTA CLARA,1603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,473,19,17,PASTAZA,SANTA CLARA,36
2023-2024 INICIO,16H00477,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CANELOS,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCOMISIONAL,326,5,10,PASTAZA,PASTAZA,15
2023-2024 INICIO,11B00069,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CARCHI,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,82,4,4,LOJA,LOJA,8
2023-2024 INICIO,14B00334,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CESAR TUKUP,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,209,6,3,MORONA SANTIAGO,TAISHA,9
2023-2024 INICIO,16B00239,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CHAPINTS,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,247,7,6,PASTAZA,PASTAZA,13
2023-2024 INICIO,02B00019,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CHINIBI,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,139,6,3,BOLIVAR,GUARANDA,9
2023-2024 INICIO,05B00026,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CHONE,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,121,3,5,COTOPAXI,PUJILI,8
2023-2024 INICIO,14B00030,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CIUDAD DE MACAS,MORONA SANTIAGO,14,MORONA,1401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,291,9,3,MORONA SANTIAGO,MORONA,12
2023-2024 INICIO,19B00067,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CIUDAD DE PAQUISHA,ZAMORA CHINCHIPE,19,PAQUISHA,1909,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,297,12,14,ZAMORA CHINCHIPE,PAQUISHA,26
2023-2024 INICIO,02B00167,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE COCDIAG,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,285,10,8,BOLIVAR,GUARANDA,18
2023-2024 INICIO,06B00388,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE COCISA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,90,4,5,CHIMBORAZO,GUAMOTE,9
2023-2024 INICIO,19B00091,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DANIEL CHALAN,ZAMORA CHINCHIPE,19,YACUAMBI,1904,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,367,17,14,ZAMORA CHINCHIPE,YACUAMBI,31
2023-2024 INICIO,06B00495,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DANIEL EVAS GUARACA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,101,3,2,CHIMBORAZO,GUAMOTE,5
2023-2024 INICIO,15B00040,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE DAVID MILLER,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,373,13,14,NAPO,TENA,27
2023-2024 INICIO,05B00064,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DON BOSCO,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,175,20,30,COTOPAXI,PUJILI,50
