anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,09H03343,UNIDAD EDUCATIVA VEINTISIETE DE AGOSTO,GUAYAS,9,DAULE,906,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,496,49,54,GUAYAS,DAULE,103
2023-2024 INICIO,06H00968,UNIDAD EDUCATIVA VELASCO IBARRA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,2497,51,84,CHIMBORAZO,GUAMOTE,135
2023-2024 INICIO,12H01136,UNIDAD EDUCATIVA VENTANAS,LOS RIOS,12,VENTANAS,1207,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1421,107,131,LOS RIOS,VENTANAS,238
2023-2024 INICIO,16H00137,UNIDAD EDUCATIVA VERACRUZ,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,531,7,9,PASTAZA,PASTAZA,16
2023-2024 INICIO,02H00030,UNIDAD EDUCATIVA VERBO DIVINO,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCOMISIONAL,1752,38,43,BOLIVAR,GUARANDA,81
2023-2024 INICIO,09H01279,UNIDAD EDUCATIVA VERSALLES,GUAYAS,9,PLAYAS,921,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,115,8,8,GUAYAS,PLAYAS,16
2023-2024 INICIO,17H02568,UNIDAD EDUCATIVA VICENTE ANDA AGUIRRE,PICHINCHA,17,PEDRO VICENTE MALDONADO,1708,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1933,76,77,PICHINCHA,PEDRO VICENTE MALDONADO,153
2023-2024 INICIO,06H00043,UNIDAD EDUCATIVA VICENTE ANDA AGUIRRE,CHIMBORAZO,6,RIOBAMBA,601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,861,67,42,CHIMBORAZO,RIOBAMBA,109
2023-2024 INICIO,09H04110,UNIDAD EDUCATIVA VICENTE ANDA AGUIRRE,GUAYAS,9,MILAGRO,910,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2151,145,148,GUAYAS,MILAGRO,293
2023-2024 INICIO,18H00384,UNIDAD EDUCATIVA VICENTE ANDA AGUIRRE,TUNGURAHUA,18,MOCHA,1804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1149,35,48,TUNGURAHUA,MOCHA,83
2023-2024 INICIO,04H00026,UNIDAD EDUCATIVA VICENTE FIERRO,CARCHI,4,TULCAN,401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,2043,99,40,CARCHI,TULCAN,139
2023-2024 INICIO,12H00317,UNIDAD EDUCATIVA VICENTE PIEDRAHITA,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,513,18,9,LOS RIOS,BABAHOYO,27
2023-2024 INICIO,09H05151,UNIDAD EDUCATIVA VICENTE PIEDRAHITA CARBO,GUAYAS,9,NOBOL,925,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,812,94,89,GUAYAS,NOBOL,183
2023-2024 INICIO,09H04040,UNIDAD EDUCATIVA VICENTE ROCAFUERTE,GUAYAS,9,EL TRIUNFO,909,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,343,8,15,GUAYAS,EL TRIUNFO,23
2023-2024 INICIO,24H00130,UNIDAD EDUCATIVA VICENTE ROCAFUERTE,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,640,16,18,SANTA ELENA,SANTA ELENA,34
2023-2024 INICIO,23H00220,UNIDAD EDUCATIVA VICTOR EMILIO ESTRADA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,314,11,9,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,20
2023-2024 INICIO,01H00314,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1105,24,18,AZUAY,CUENCA,42
2023-2024 INICIO,01H01566,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1136,34,38,AZUAY,CAMILO PONCE ENRIQUEZ,72
2023-2024 INICIO,01H01112,UNIDAD EDUCATIVA VICTOR LEON VIVAR,AZUAY,1,NABON,104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,236,21,17,AZUAY,NABON,38
2023-2024 INICIO,10H00131,UNIDAD EDUCATIVA VICTOR MANUEL GUZMAN,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1885,117,161,IMBABURA,IBARRA,278
2023-2024 INICIO,13H03985,UNIDAD EDUCATIVA VICTOR MANUEL PENAHERRERA,MANABI,13,PEDERNALES,1317,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,619,20,21,MANABI,PEDERNALES,41
2023-2024 INICIO,10H00106,UNIDAD EDUCATIVA VICTOR MANUEL PEÑAHERRERA,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,483,23,13,IMBABURA,IBARRA,36
2023-2024 INICIO,19H00088,UNIDAD EDUCATIVA VICTOR MANUEL RODRIGUEZ PEÑARRETA,ZAMORA CHINCHIPE,19,ZAMORA,1901,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,75,3,1,ZAMORA CHINCHIPE,ZAMORA,4
2023-2024 INICIO,10H00226,UNIDAD EDUCATIVA VICTOR MIDEROS ALMEIDA,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,972,19,20,IMBABURA,IBARRA,39
2023-2024 INICIO,06H00317,UNIDAD EDUCATIVA VICTOR PROAÑO CARRION,CHIMBORAZO,6,RIOBAMBA,601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,724,20,30,CHIMBORAZO,RIOBAMBA,50
2023-2024 INICIO,22H00147,UNIDAD EDUCATIVA VICTOR SERGIO RON VEGA,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,908,15,9,ORELLANA,ORELLANA,24
2023-2024 INICIO,09H03443,UNIDAD EDUCATIVA VICTORIA TORRES DE NEIRA,GUAYAS,9,DAULE,906,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,705,24,36,GUAYAS,DAULE,60
2023-2024 INICIO,05H00093,UNIDAD EDUCATIVA VICTORIA VASCONEZ CUVI - SIMON BOLIVAR - ELVIRA ORTEGA,COTOPAXI,5,LATACUNGA,501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,4463,190,338,COTOPAXI,LATACUNGA,528
2023-2024 INICIO,17H02926,UNIDAD EDUCATIVA VIDA NUEVA I,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,856,156,37,PICHINCHA,QUITO,193
2023-2024 INICIO,23H00085,UNIDAD EDUCATIVA VILLA FLORIDA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,834,67,79,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,146
2023-2024 INICIO,12H01289,UNIDAD EDUCATIVA VINCES,LOS RIOS,12,VINCES,1208,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1810,140,178,LOS RIOS,VINCES,318
2023-2024 INICIO,09H03406,UNIDAD EDUCATIVA VIRGEN DEL CARMEN,GUAYAS,9,LOMAS DE SARGENTILLO,924,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,475,21,20,GUAYAS,LOMAS DE SARGENTILLO,41
2023-2024 INICIO,24H00192,UNIDAD EDUCATIVA VIRGEN DEL CISNE,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,372,6,5,SANTA ELENA,SANTA ELENA,11
2023-2024 INICIO,03H00499,UNIDAD EDUCATIVA VIRGILIO URGILES MIRANDA,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,996,25,26,CANAR,LA TRONCAL,51
2023-2024 INICIO,24H00313,UNIDAD EDUCATIVA VIRGINIA REYES GONZALEZ,SANTA ELENA,24,SALINAS,2403,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1616,36,36,SANTA ELENA,SALINAS,72
2023-2024 INICIO,23H00266,UNIDAD EDUCATIVA VIVIAN LUZURIAGA VASQUEZ,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1686,48,48,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,96
2023-2024 INICIO,24H00383,UNIDAD EDUCATIVA WALT WHITMAN,SANTA ELENA,24,SALINAS,2403,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,169,13,6,SANTA ELENA,SALINAS,19
2023-2024 INICIO,23H00562,UNIDAD EDUCATIVA WASHINGTON PAZMIÑO VARGAS,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,532,13,23,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,36
2023-2024 INICIO,13H04188,UNIDAD EDUCATIVA WINSTON CHURCHILL,MANABI,13,JAMA,1320,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,247,7,7,MANABI,JAMA,14
2023-2024 INICIO,10H00029,UNIDAD EDUCATIVA YAHUARCOCHA,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,441,9,12,IMBABURA,IBARRA,21
2023-2024 INICIO,13H01797,UNIDAD EDUCATIVA YAHUARCOCHA,MANABI,13,FLAVIO ALFARO,1305,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,244,9,2,MANABI,FLAVIO ALFARO,11
2023-2024 INICIO,18H00387,UNIDAD EDUCATIVA YANAHURCO,TUNGURAHUA,18,MOCHA,1804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,255,8,11,TUNGURAHUA,MOCHA,19
2023-2024 INICIO,06H00253,UNIDAD EDUCATIVA YARUQUIES,CHIMBORAZO,6,RIOBAMBA,601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,365,11,14,CHIMBORAZO,RIOBAMBA,25
2023-2024 INICIO,13H05405,UNIDAD EDUCATIVA YASMINA JUSTINA ZAMORA GOYE,MANABI,13,PEDERNALES,1317,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,870,27,33,MANABI,PEDERNALES,60
2023-2024 INICIO,22H00530,UNIDAD EDUCATIVA YASUNI,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,399,19,19,ORELLANA,ORELLANA,38
2023-2024 INICIO,02H00648,UNIDAD EDUCATIVA YATUVI,BOLIVAR,2,CALUMA,206,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,129,4,5,BOLIVAR,CALUMA,9
2023-2024 INICIO,14H00231,UNIDAD EDUCATIVA YUNGANZA,MORONA SANTIAGO,14,LIMON INDANZA,1403,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,118,7,3,MORONA SANTIAGO,LIMON INDANZA,10
2023-2024 INICIO,12H01233,UNIDAD EDUCATIVA ZAPOTAL,LOS RIOS,12,VENTANAS,1207,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,495,46,47,LOS RIOS,VENTANAS,93
2023-2024 INICIO,09H04873,UNIDAD EDUCATIVA ZENON VELEZ VITERI,GUAYAS,9,SALITRE,919,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,611,38,32,GUAYAS,SALITRE,70
2023-2024 INICIO,01H01078,UNIDAD EDUCATIVA ZHIDMAD,AZUAY,1,GUALACEO,103,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,324,10,7,AZUAY,GUALACEO,17
2023-2024 INICIO,01H00074,UNIDAD EDUCATIVA ZOILA AURORA PALACIOS,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,991,25,21,AZUAY,CUENCA,46
2023-2024 INICIO,01H00145,UNIDAD EDUCATIVA ZOILA ESPERANZA PALACIO,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1287,15,49,AZUAY,CUENCA,64
2023-2024 INICIO,23H00826,UNIDAD EDUCATIVA ZOILA ETELVINA PAREDES AMÁN,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,353,12,6,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,18
2023-2024 INICIO,10H00177,UNIDAD EDUCATIVA ZULETA,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,173,10,7,IMBABURA,IBARRA,17
2023-2024 INICIO,24H00348,UNIDAD EDUCATVA ING AGR JUAN JOSE CASTELLO ZAMBRANO,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,493,18,12,SANTA ELENA,SANTA ELENA,30
2023-2024 INICIO,10H00396,UNIDAD EDUCATVA SANTA JUANA DE CHANTAL,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1140,41,106,IMBABURA,OTAVALO,147
2023-2024 INICIO,13H02795,UNIDAD EDUCTIVA FISCAL VEINTITRES DE OCTUBRE,MANABI,13,MONTECRISTI,1309,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2125,137,168,MANABI,MONTECRISTI,305
2023-2024 INICIO,13H01584,UNION Y PROGRESO,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,659,19,33,MANABI,EL CARMEN,52
2023-2024 INICIO,10H00538,URCUQUI,IMBABURA,10,SAN MIGUEL DE URCUQUI,1006,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1320,37,59,IMBABURA,SAN MIGUEL DE URCUQUI,96
2023-2024 INICIO,17H02334,UYUMBICHO,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1588,87,104,PICHINCHA,MEJIA,191
2023-2024 INICIO,13H00484,VELASCO IBARRA,MANABI,13,PORTOVIEJO,1301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,516,39,34,MANABI,PORTOVIEJO,73
2023-2024 INICIO,17H01354,VENCEDORES,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,990,31,17,PICHINCHA,QUITO,48
2023-2024 INICIO,13H03437,VICENTE ALEJANDRO HURTADO POLIT,MANABI,13,SUCRE,1314,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,238,9,8,MANABI,SUCRE,17
2023-2024 INICIO,03H00608,VICENTE ANDA AGUIRRE,CAÑAR,3,DELEG,306,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,475,32,33,CANAR,DELEG,65
2023-2024 INICIO,22B00005,VICENTE MAMALLACTA,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,96,1,3,ORELLANA,ORELLANA,4
2023-2024 INICIO,13H03021,VICENTE ROCAFUERTE,MANABI,13,PICHINCHA,1311,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,373,20,14,MANABI,PICHINCHA,34
2023-2024 INICIO,13H03186,VICENTE ROCAFUERTE,MANABI,13,ROCAFUERTE,1312,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,308,10,4,MANABI,ROCAFUERTE,14
2023-2024 INICIO,17H01206,VICENTE ROCAFUERTE,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,599,74,31,PICHINCHA,QUITO,105
2023-2024 INICIO,17H02109,VICTOR MANUEL PEÑAHERRERA,PICHINCHA,17,QUITO,1701,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,2458,47,58,PICHINCHA,QUITO,105
2023-2024 INICIO,10H00590,VICTORIA BILINGUAL CHRISTIAN ACADEMY,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,741,16,18,IMBABURA,IBARRA,34
2023-2024 INICIO,13H03347,VICTORIA DE JUNIN,MANABI,13,SANTA ANA,1313,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,368,14,24,MANABI,SANTA ANA,38
2023-2024 INICIO,17H02251,WILLIAM BLAKE,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,283,8,12,PICHINCHA,MEJIA,20
2023-2024 INICIO,22B00112,YAKU RUMI,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,189,2,3,ORELLANA,LA JOYA DE LOS SACHAS,5
2023-2024 INICIO,17H02143,YARUQUI,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1407,158,97,PICHINCHA,QUITO,255
2023-2024 INICIO,15B00114,YAWARI,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,207,5,1,NAPO,ARCHIDONA,6
2023-2024 INICIO,17H01547,ZARAN,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,85,1,1,PICHINCHA,QUITO,2
2023-2024 INICIO,17H03718,INSTITUCIÓN EDUCATIVA PARTICULAR JERICÓ,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,76,28,11,PICHINCHA,QUITO,39
2023-2024 INICIO,17H04412,UEP NUEVO ECUADOR HIGH ESCHOOL,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,139,30,16,PICHINCHA,QUITO,46
2023-2024 INICIO,18H00205,UNIDAD EDUCATIVA CEBI,TUNGURAHUA,18,AMBATO,1801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,464,25,35,TUNGURAHUA,AMBATO,60
2023-2024 INICIO,06H00123,UNIDAD EDUCATIVA CRISTIANA NAZARENO,CHIMBORAZO,6,RIOBAMBA,601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,433,13,24,CHIMBORAZO,RIOBAMBA,37
2023-2024 INICIO,23H00332,UNIDAD EDUCATIVA PARTICULAR IBEROAMERICANO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,1408,198,214,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,412
2023-2024 INICIO,09H02525,UNIDAD EDUCATIVA PARTICULAR INTERNATIONAL SCHOOL,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,380,12,17,GUAYAS,GUAYAQUIL,29
2023-2024 INICIO,09H01293,UNIDAD EDUCATIVA PARTICULAR JOSE BENITO BENITEZ SAN ANDRES,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,365,10,9,GUAYAS,GUAYAQUIL,19
2023-2024 INICIO,07H00131,UNIDAD EDUCATIVA PARTICULAR JULIO MARÍA MATOVELLE,EL ORO,7,MACHALA,701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,423,17,14,EL ORO,MACHALA,31
2023-2024 INICIO,17H01920,UNIDAD EDUCATIVA PARTICULAR LOS ALAMOS,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,20,4,4,PICHINCHA,QUITO,8
2023-2024 INICIO,01H02017,UNIDAD EDUCATIVA PARTICULAR NOVUS HIGH SCHOOL PCEI,AZUAY,1,CUENCA,101,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,291,14,15,AZUAY,CUENCA,29
2023-2024 INICIO,09H06706,UNIDAD EDUCATIVA PARTICULAR OSBORN,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",PARTICULAR,137,7,4,GUAYAS,GUAYAQUIL,11
2023-2024 INICIO,09H00813,UNIDAD EDUCATIVA PARTICULAR PERT,GUAYAS,9,GUAYAQUIL,901,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,88,24,16,GUAYAS,GUAYAQUIL,40
2023-2024 INICIO,17H00855,UNIDAD EDUCATIVA PARTICULAR SAN FRANCISCO DE ASIS,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,19,0,1,PICHINCHA,QUITO,1
2023-2024 INICIO,09H00049,UNIDAD EDUCATIVA PARTICULAR SAN JOSE DE LA BENEFICENCIA DE SEÑORAS,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1088,8,72,GUAYAS,GUAYAQUIL,80
2023-2024 INICIO,17H01596,UNIDAD EDUCATIVA PARTICULAR SAN JOSÉ DE MORÁN,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,51,7,8,PICHINCHA,QUITO,15
2023-2024 INICIO,06H00238,UNIDAD EDUCATIVA THE OXFORD GARDENS SCHOOL,CHIMBORAZO,6,RIOBAMBA,601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,70,2,0,CHIMBORAZO,RIOBAMBA,2
2023-2024 INICIO,09H00642,UNIDA EDUCATIVA PARTICULAR ACADEMIA NAVAL ALTAMAR,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1386,106,68,GUAYAS,GUAYAQUIL,174
2023-2024 INICIO,17H00228,UNIDAD EDUCATIVA PARTICULAR COSME RENNELLA BARBATTO,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,202,8,6,PICHINCHA,QUITO,14
2023-2024 INICIO,17H00678,UNIDAD EDUCATIVA PARTICULAR FEDERICO GAUSS,PICHINCHA,17,QUITO,1701,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",PARTICULAR,199,29,24,PICHINCHA,QUITO,53
2023-2024 INICIO,23H00384,UNIDAD EDUCATIVA PARTICULAR FEDERICO GONZALEZ SUAREZ,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",PARTICULAR,558,16,20,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,36
2023-2024 INICIO,17H04466,UNIDAD EDUCATIVA PARTICULAR GENERACIÓN ALFA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,35,2,3,PICHINCHA,QUITO,5
2023-2024 INICIO,17H01529,UNIDAD EDUCATIVA PARTICULAR ISM INTERNATIONAL ACADEMY,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1656,38,51,PICHINCHA,QUITO,89
2023-2024 INICIO,17H00268,UNIDAD EDUCATIVA PARTICULAR JOHN NEPER,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,204,11,7,PICHINCHA,QUITO,18
